,abw,afg,ago,aia,alb,and,ant,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,bih,blr,blz,bmu,bol,bra,brb,brn,btn,bvt,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,cub,cxr,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,flk,fra,fro,fsm,gab,gbr,geo,gha,gib,gin,gmb,gnb,gnq,grc,grd,grl,gtm,gum,guy,hkg,hmd,hnd,hrv,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,lso,ltu,lux,lva,mac,mar,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mne,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pcn,per,phl,plw,png,pol,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,sdn,sen,sgp,sgs,shn,slb,sle,slv,smr,som,spm,srb,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vnm,vut,wlf,wsm,yem,zaf,zmb,zwe
png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71607758.0,3405.0,0.0,0.0,0.0,0.0,0.0,1772423085.0,646581.0,0.0,0.0,3520612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4727538.0,0.0,0.0,0.0,0.0,0.0,0.0,39170315.0,0.0,20485225.0,1168472.0,351198481.0,0.0,0.0,0.0,0.0,0.0,3392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577319.0,25648338.0,0.0,0.0,6327476.0,0.0,0.0,0.0,0.0,0.0,0.0,1444321.0,0.0,0.0,5254160.0,0.0,0.0,39530875.0,0.0,0.0,0.0,34820110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73749.0,0.0,0.0,0.0,0.0,0.0,17192453.0,0.0,0.0,0.0,0.0,2000.0,153250745.0,21103151.0,0.0,14435155.0,0.0,0.0,0.0,372000.0,22255523.0,0.0,0.0,294274979.0,0.0,0.0,0.0,0.0,0.0,0.0,82601368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218768118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31371307.0,200308.0,0.0,0.0,134285697.0,0.0,272147.0,0.0,0.0,1866535.0,10954492.0,0.0,0.0,1309539.0,0.0,217808.0,0.0,0.0,0.0,0.0,0.0,67439.0,0.0,0.0,0.0,0.0,584686355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22222.0,34836.0,35564327.0,0.0,0.0,0.0,0.0,0.0,0.0,140122494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353443.0,0.0,0.0,0.0,1579.0,0.0,0.0,191138093.0,0.0,0.0,0.0,0.0,0.0,15616706.0,0.0,0.0,0.0,0.0,13617566.0,0.0,0.0
pol,163.0,606166.0,1758921.0,105292.0,2271270.0,1752424.0,2566977.0,67566142.0,546472321.0,3524421.0,11767.0,0.0,108679.0,59971330.0,151039875.0,2572023549.0,9385386.0,2453004.0,3728496974.0,81.0,202393.0,339860626.0,324550816.0,45700829.0,298133106.0,49900743.0,763112891.0,10168745.0,8295.0,5474671.0,723163002.0,141888.0,7144.0,122865.0,12341.0,17306.0,117465.0,511566981.0,747.0,1342884853.0,128903125.0,14235706571.0,142171210.0,21257436.0,9870236.0,3077420.0,128477.0,157901909.0,183559.0,361709.0,49743737.0,2903428.0,22965.0,54805445.0,30112789.0,5879413094.0,33880493715.0,276779.0,412599.0,1922399630.0,7247136.0,19343279.0,144931191.0,48454997.0,32228.0,0.0,3160467407.0,170678501.0,2522542.0,1482801375.0,18607.0,81702.0,6711743861.0,14036345.0,0.0,1578183.0,4114358481.0,8267558.0,34190746.0,4404387.0,7983687.0,0.0,984022.0,844719.0,279604361.0,414439.0,6558055.0,7480083.0,5211.0,1956501.0,192529742.0,0.0,5356827.0,107673384.0,86551.0,2770116561.0,580247458.0,934971228.0,21390.0,862875895.0,60426207.0,5334.0,84785071.0,298058723.0,8789791159.0,547696.0,1601439.0,3110369811.0,386191833.0,18707553.0,770787.0,78200113.0,14791.0,6260.0,4330231247.0,1626938.0,8702658.0,9759506.0,203868867.0,243332.0,2907.0,56013680.0,188390.0,939551492.0,231854426.0,207231127.0,4067501.0,139711603.0,45925713.0,2811035.0,250882.0,250085091.0,39431628.0,27549177.0,510938.0,40363380.0,3119092.0,1331884.0,88210.0,0.0,21147934.0,62517.0,5527.0,71955478.0,21147314.0,620579167.0,12137.0,4889664.0,24299.0,485815.0,462.0,10051977.0,1741952.0,205705.0,5655915286.0,2537981642.0,394159.0,99.0,15362820.0,7303032.0,130483416.0,25152938.0,34235.0,30665287.0,134599516.0,21016.0,390767.0,0.0,14753542.0,403205356.0,40784743.0,260021.0,1363.0,2447767.0,1133427311.0,16650945617.0,2132295.0,189254821.0,1625348.0,218392.0,631076470.0,2495.0,43693.0,16548.0,7300536.0,968865.0,4935337.0,9382.0,2636.0,95760128.0,73830.0,3587887.0,3293802116.0,613450610.0,2844401637.0,22312437.0,133673.0,35721849.0,1782551.0,27296.0,2211408.0,758641753.0,1114167.0,31503.0,4238676.0,175065.0,557.0,125642.0,144103995.0,1926374716.0,21614.0,13110942.0,18579437.0,1669261390.0,11297.0,19579667.0,4385500312.0,48599843.0,50.0,414534.0,30721809.0,121502.0,459224627.0,232711296.0,994347.0,7711.0,349412.0,216818685.0,3124373.0,9037075.0
prk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533378.0,0.0,0.0,1999397.0,0.0,0.0,0.0,88974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21270050.0,0.0,0.0,0.0,0.0,0.0,0.0,11938175.0,0.0,2830788.0,18044569.0,2251725423.0,0.0,0.0,0.0,0.0,0.0,752250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14127.0,24416072.0,0.0,0.0,11590232.0,0.0,0.0,0.0,269876146.0,0.0,0.0,681480.0,0.0,0.0,551033.0,0.0,0.0,2986492.0,0.0,0.0,0.0,87440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353647.0,0.0,0.0,0.0,0.0,0.0,19044870.0,0.0,0.0,0.0,0.0,105000.0,11816243.0,427359709.0,0.0,0.0,0.0,0.0,0.0,1030000.0,43562462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48748.0,0.0,0.0,0.0,0.0,0.0,0.0,14701985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077007.0,91872.0,0.0,0.0,0.0,0.0,62692.0,0.0,0.0,7867102.0,1450154.0,0.0,0.0,820490.0,0.0,6248.0,0.0,0.0,0.0,0.0,0.0,45830799.0,0.0,0.0,0.0,0.0,47553046.0,0.0,0.0,0.0,0.0,703599.0,0.0,0.0,0.0,5992.0,0.0,0.0,142770.0,22758.0,474065.0,0.0,0.0,0.0,0.0,0.0,0.0,29684797.0,0.0,0.0,0.0,0.0,0.0,0.0,2527.0,665101.0,0.0,0.0,0.0,2708488.0,0.0,0.0,1931073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216375662.0,0.0,0.0
prt,0.0,1904.0,674035325.0,0.0,0.0,305263.0,2388.0,28181921.0,112202076.0,0.0,0.0,0.0,0.0,26961.0,17504345.0,359326563.0,302765797.0,0.0,1925774550.0,9055034.0,2378544.0,29460261.0,46966860.0,26658888.0,137454.0,2210196.0,649316.0,454422.0,32217.0,1888831.0,1250362696.0,19574.0,0.0,1305.0,0.0,82263.0,2813451.0,259849599.0,0.0,443539659.0,97969042.0,1824336758.0,23633557.0,78119190.0,16634425.0,19830942.0,0.0,120658352.0,0.0,8949898.0,63655020.0,20150831.0,0.0,1443.0,1536455.0,424615592.0,9454078557.0,0.0,726.0,378568946.0,1641484.0,322566635.0,25794801.0,96270863.0,0.0,0.0,21328164879.0,10693206.0,1329578.0,148137048.0,1114.0,0.0,4894757431.0,0.0,0.0,6050615.0,2503760147.0,1994085.0,8007558.0,11188166.0,75883.0,153569.0,463278.0,213626943.0,131984727.0,0.0,74294.0,3098730.0,0.0,52578904.0,40302775.0,0.0,4485319.0,9588272.0,69615.0,322418453.0,79970683.0,504816884.0,0.0,647092107.0,130277968.0,60894.0,16238647.0,102891100.0,3881537367.0,9603043.0,522402.0,439721888.0,769067034.0,4876934.0,121668.0,1542550.0,0.0,0.0,1072588635.0,29589478.0,788305.0,1274361.0,105407.0,885597053.0,0.0,3837735.0,0.0,37036933.0,60693310.0,5001183.0,572950.0,131801121.0,91021.0,3470995.0,223.0,200510645.0,74521.0,21620824.0,862123.0,26958171.0,125605.0,462.0,594.0,0.0,34489303.0,1116834.0,0.0,14834576.0,2665123.0,126141223.0,0.0,23130447.0,0.0,18568.0,0.0,1650569051.0,917859.0,0.0,3382189105.0,741849141.0,292332.0,0.0,22114062.0,11928884.0,97302757.0,4638013.0,0.0,32090371.0,19699049.0,0.0,539634.0,449726208.0,115126.0,0.0,53757576.0,38334.0,20255.0,17234138.0,167057627.0,490648299.0,1053381.0,626044960.0,36720.0,14117933.0,43959415.0,0.0,1038736.0,0.0,2396554.0,936750.0,646303.0,0.0,747952.0,4665925.0,346017.0,3212097.0,128463971.0,54031091.0,648147728.0,15114757.0,0.0,9477729.0,0.0,8651483.0,1047895.0,140709059.0,0.0,0.0,4321845.0,1240365.0,0.0,40977621.0,134714093.0,391427001.0,0.0,13587200.0,19829732.0,141257371.0,0.0,96588556.0,1000517102.0,18819667.0,0.0,0.0,175595115.0,0.0,76511602.0,0.0,0.0,0.0,164860.0,168257458.0,15727651.0,26392920.0
pry,0.0,0.0,0.0,0.0,16005.0,0.0,65182.0,868169.0,1434688049.0,0.0,0.0,0.0,0.0,0.0,1255934.0,15939482.0,0.0,0.0,16333864.0,0.0,0.0,89420.0,3076974.0,7065863.0,0.0,13449.0,27076.0,1130995.0,2364.0,16021165.0,2201595824.0,1774.0,0.0,0.0,0.0,0.0,0.0,16146038.0,0.0,88330600.0,132332207.0,2893597394.0,15457.0,0.0,0.0,3882.0,0.0,10808887.0,0.0,0.0,333730.0,639160.0,0.0,0.0,0.0,3550034.0,144316741.0,0.0,12440.0,4554758.0,52248.0,1290.0,1635018.0,635152.0,0.0,0.0,63150179.0,482336.0,3843.0,5218662.0,0.0,0.0,59441143.0,0.0,0.0,0.0,41844766.0,165.0,0.0,0.0,0.0,0.0,0.0,1222.0,3624609.0,0.0,0.0,281693.0,0.0,0.0,27366186.0,0.0,45246.0,3601.0,0.0,689686.0,26251911.0,50911817.0,0.0,1714500.0,15051.0,0.0,5408.0,3692244.0,50051563.0,0.0,5004.0,313434640.0,0.0,0.0,19619.0,752135.0,0.0,0.0,138282367.0,1931325.0,23751.0,511685.0,0.0,0.0,0.0,325488.0,0.0,795878.0,459529.0,613424.0,7705.0,154828.0,0.0,0.0,0.0,82146439.0,0.0,0.0,0.0,2576958.0,18185.0,0.0,0.0,85.0,0.0,5985.0,301.0,23647.0,0.0,32555396.0,0.0,164.0,14648.0,0.0,0.0,0.0,356372.0,0.0,40914073.0,3492402.0,0.0,0.0,865644.0,74987.0,5521886.0,7029037.0,0.0,4706993.0,1197688.0,0.0,0.0,1918897.0,18050859.0,2147135.0,0.0,0.0,0.0,0.0,175481.0,7176397.0,0.0,358489.0,0.0,0.0,14275386.0,0.0,0.0,0.0,0.0,303877.0,41019.0,0.0,0.0,811564.0,0.0,0.0,2937768.0,415337.0,36908205.0,0.0,0.0,607268.0,0.0,0.0,0.0,63893193.0,0.0,0.0,0.0,0.0,0.0,7684.0,2135073.0,24823571.0,0.0,0.0,0.0,3763893.0,0.0,136570380.0,421542972.0,0.0,0.0,0.0,201660065.0,0.0,7050612.0,0.0,0.0,0.0,0.0,3705245.0,0.0,2649008.0
pse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328978.0,1701786.0,0.0,0.0,0.0,0.0,0.0,0.0,2627372.0,0.0,0.0,3072889.0,0.0,126275.0,0.0,940762.0,64662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26719058.0,0.0,25982545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161456.0,39674963.0,0.0,0.0,1195014.0,0.0,0.0,600.0,88491724.0,0.0,0.0,4926680.0,3101.0,203761.0,499212.0,0.0,0.0,13313941.0,0.0,0.0,0.0,2506418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,109971.0,0.0,0.0,831168.0,0.0,0.0,0.0,0.0,7912370.0,0.0,38651957.0,3470591.0,0.0,0.0,0.0,0.0,0.0,0.0,18780908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10510.0,10971.0,33311.0,0.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13172951.0,5520.0,0.0,0.0,0.0,1028763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064773.0,0.0,213014.0,0.0,0.0,0.0,0.0,795469.0,1073159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069849.0,218360.0,1721723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40300026.0,0.0,0.0,0.0,1476777.0,0.0,0.0,2445650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82092.0,0.0,0.0
pyf,0.0,540.0,0.0,0.0,28654.0,74.0,1340.0,107275.0,3426813.0,0.0,0.0,0.0,0.0,0.0,53071661.0,1916926.0,0.0,0.0,25000264.0,0.0,135.0,887608.0,169261.0,415.0,0.0,1211.0,12946.0,55.0,0.0,11881.0,3789818.0,0.0,0.0,0.0,0.0,0.0,0.0,15041196.0,0.0,6272622.0,2490142.0,139969122.0,157163.0,56339.0,0.0,1298.0,446.0,29560.0,39.0,0.0,196259.0,46645.0,0.0,0.0,114262.0,2457443.0,53773146.0,0.0,577.0,4371805.0,90914.0,22266.0,140332.0,551768.0,0.0,0.0,20607583.0,33629.0,90498.0,8815982.0,4616085.0,0.0,435396001.0,1126.0,0.0,0.0,19625295.0,1514.0,156920.0,0.0,29.0,0.0,0.0,0.0,1160178.0,0.0,10579.0,14766.0,0.0,253346.0,7433320.0,0.0,4923.0,76817.0,1099.0,2808922.0,14338964.0,4817073.0,0.0,10066167.0,350040.0,0.0,50734.0,845075.0,39699754.0,13110.0,86847.0,40685883.0,4147.0,4482.0,0.0,57249.0,0.0,0.0,23993841.0,110.0,17609.0,45535.0,0.0,0.0,0.0,484141.0,0.0,50538.0,1385849.0,10589.0,5585.0,1104873.0,19611.0,20357.0,0.0,4000028.0,0.0,11093.0,56991.0,405704.0,553.0,1325.0,19.0,0.0,0.0,121.0,0.0,27513.0,56.0,7273570.0,0.0,6635.0,2441593.0,7223.0,0.0,1019.0,66724.0,0.0,17939729.0,984451.0,2545.0,0.0,127634808.0,0.0,607357.0,122.0,0.0,195106.0,1843951.0,0.0,228731.0,5504373.0,2782.0,2022296.0,2099.0,451.0,105679.0,0.0,3867913.0,141158.0,0.0,75442.0,0.0,77538.0,198996783.0,0.0,0.0,9205.0,305.0,15064.0,0.0,175.0,0.0,39047.0,0.0,34.0,1677580.0,806739.0,3206793.0,0.0,31234.0,8034.0,0.0,0.0,0.0,46952777.0,142.0,0.0,7898.0,0.0,0.0,707.0,1164649.0,4165842.0,0.0,0.0,0.0,362557.0,0.0,5106302.0,173589208.0,0.0,0.0,0.0,20187.0,419.0,2139861.0,29.0,0.0,0.0,0.0,4577416.0,0.0,0.0
qat,13686627.0,0.0,0.0,0.0,0.0,0.0,0.0,1494017495.0,27696669.0,0.0,0.0,0.0,0.0,0.0,324768930.0,126308788.0,37407.0,3400.0,245699716.0,0.0,0.0,11135093.0,4952767.0,496748561.0,0.0,1022873.0,0.0,0.0,0.0,157467.0,361740887.0,0.0,0.0,0.0,0.0,0.0,0.0,158174734.0,0.0,347896858.0,7174120.0,1890390680.0,1029196.0,114442.0,424728.0,0.0,0.0,632225.0,42206.0,0.0,2296044.0,1240013.0,0.0,0.0,10323191.0,81676817.0,1898779267.0,38613.0,0.0,96989448.0,273517.0,545846.0,3249030.0,266124466.0,0.0,0.0,232687966.0,1012538.0,479754.0,73887314.0,121741.0,0.0,1160312188.0,0.0,0.0,717617.0,1077852151.0,933987.0,1024732.0,0.0,0.0,0.0,0.0,0.0,18495385.0,0.0,0.0,5081880.0,0.0,0.0,23906300.0,0.0,585807.0,65518109.0,0.0,86443400.0,100562256.0,634686291.0,0.0,69582809.0,59803744.0,50697.0,340868.0,303000.0,1362701349.0,0.0,52664408.0,1576571922.0,45673.0,4947057.0,0.0,757478.0,0.0,0.0,652658692.0,127792570.0,33001.0,93622296.0,0.0,89351.0,0.0,11168361.0,0.0,4882507.0,3656184.0,950812.0,10007.0,7052217.0,0.0,285701.0,98229.0,90454039.0,0.0,187311.0,0.0,3109660.0,5477248.0,0.0,0.0,0.0,849836.0,37967.0,0.0,483238.0,0.0,311717606.0,0.0,0.0,0.0,15663.0,0.0,95386.0,0.0,0.0,329737632.0,49063985.0,1180646.0,346829.0,24308825.0,213567272.0,129071590.0,27853976.0,0.0,478582.0,102544188.0,0.0,0.0,49350052.0,1810702.0,28061485.0,215950.0,816856.0,0.0,0.0,14908732.0,16343598.0,0.0,1118453936.0,3228240.0,0.0,162796190.0,0.0,0.0,0.0,126640.0,67217.0,0.0,3278244.0,0.0,2466495.0,0.0,0.0,11694051.0,8210796.0,211311080.0,3963568.0,78831.0,58231783.0,0.0,0.0,0.0,339128533.0,43261242.0,0.0,0.0,0.0,0.0,0.0,6145237.0,245923353.0,0.0,5929395.0,0.0,29016237.0,0.0,2523432.0,2466867738.0,0.0,0.0,0.0,251518.0,0.0,27989742.0,0.0,0.0,0.0,2675284.0,70113979.0,24705.0,36523.0
rou,14340.0,157417.0,218.0,138.0,1252972.0,2189.0,7.0,38199518.0,50596984.0,278003.0,0.0,996.0,0.0,21349.0,24450278.0,2270306951.0,91296160.0,1048467.0,1173070579.0,0.0,0.0,12078064.0,1744683789.0,350381.0,282.0,51716918.0,81039194.0,10409.0,0.0,1065297.0,388174497.0,8954.0,0.0,0.0,0.0,3104.0,3.0,112680703.0,0.0,521136306.0,1819222.0,2893396403.0,7641046.0,365201.0,18647.0,1188966.0,0.0,11384698.0,0.0,0.0,2270332.0,214456.0,0.0,0.0,73567596.0,1332491205.0,9217641803.0,0.0,243.0,276410768.0,161250.0,667928.0,24463334.0,60750426.0,18906.0,0.0,1176418005.0,13884511.0,1558618.0,205515593.0,0.0,0.0,3316402773.0,597300.0,0.0,35863.0,1264507410.0,10594813.0,2497662.0,0.0,619833.0,0.0,0.0,0.0,748854269.0,0.0,0.0,2570668.0,0.0,86.0,15005796.0,0.0,1007915.0,67317676.0,694.0,4894293788.0,96961354.0,622019823.0,0.0,286386353.0,37300140.0,27139.0,3643023.0,212044474.0,6530052488.0,1418.0,4420045.0,246054374.0,1634518170.0,2010408.0,360604.0,490702.0,0.0,0.0,468295831.0,1171714.0,346323.0,3644829.0,0.0,41320272.0,0.0,2772445.0,153.0,44311160.0,58125241.0,28220860.0,443913.0,51084490.0,168953071.0,103447.0,880.0,61196491.0,0.0,49853639.0,0.0,25920591.0,359243.0,4316972.0,37055.0,0.0,5775683.0,8782688.0,0.0,534143.0,3566266.0,77869646.0,0.0,3981.0,959.0,0.0,0.0,905659.0,53273.0,0.0,1882068620.0,120176188.0,26160.0,0.0,2512047.0,24457462.0,25222773.0,910907.0,0.0,5161376.0,15935670.0,0.0,0.0,2100143245.0,241711.0,228733528.0,92545.0,0.0,4245.0,482.0,0.0,2459134432.0,1515364.0,5809396.0,0.0,22572.0,44460196.0,7100.0,0.0,0.0,46178051.0,5656386.0,22157062.0,995.0,0.0,312773053.0,180.0,0.0,853099658.0,370110089.0,299886319.0,23582020.0,6576.0,4540511.0,781.0,0.0,0.0,110121912.0,0.0,3922.0,14815700.0,0.0,0.0,1144.0,59616345.0,2082511491.0,0.0,4980485.0,4907596.0,661673840.0,0.0,3152062.0,662215563.0,7262855.0,0.0,2402.0,4959777.0,127.0,87756009.0,0.0,0.0,0.0,6.0,28421921.0,7011657.0,18364931.0
rus,0.0,17547974.0,1430.0,76722.0,3436286.0,38320.0,357959.0,238426900.0,826011177.0,143995916.0,1278.0,0.0,0.0,3729595.0,696178439.0,2206561446.0,351488977.0,1876306.0,3097367807.0,0.0,12253.0,174684473.0,492376001.0,1302370.0,2333057.0,34627037.0,0.0,6071.0,223456.0,10177216.0,3673383808.0,111984.0,15340.0,2437.0,0.0,6201.0,23129.0,1166833100.0,0.0,2255285400.0,297508853.0,34244205091.0,185461023.0,7355579.0,1027621.0,838294.0,838.0,122552228.0,263055.0,385.0,90036096.0,48390283.0,0.0,1590.0,24177640.0,2693656657.0,24107567743.0,0.0,2281.0,1556270809.0,10998990.0,22966071.0,800182068.0,250529634.0,1911.0,0.0,2775788958.0,992944378.0,10690335.0,4147076732.0,279112.0,0.0,8523613308.0,13550219.0,0.0,16860.0,4136323087.0,34711666.0,109606448.0,120423.0,141319545.0,0.0,0.0,0.0,368560378.0,0.0,5287770.0,37282242.0,31.0,249293.0,206603725.0,0.0,6665219.0,288401903.0,45307.0,2850810823.0,929006843.0,2181902726.0,2657.0,852300113.0,245227675.0,0.0,110420626.0,734349069.0,9132015432.0,49871576.0,14260847.0,8913566774.0,2340148589.0,76072009.0,349141642.0,30104246.0,338.0,5926.0,6458298169.0,110851.0,443581.0,8413884.0,5939028.0,140035.0,2532.0,276649988.0,140553.0,1152961929.0,121481757.0,665555292.0,2647891.0,332779427.0,378195176.0,2855290.0,13007.0,396653811.0,0.0,49871706.0,2106.0,11834110.0,12968971.0,2470894.0,71778470.0,1284.0,30505796.0,32324189.0,110.0,14222290.0,73577147.0,1072688351.0,0.0,3691213.0,0.0,16953.0,0.0,3730751.0,10870320.0,439.0,4033212684.0,1332728257.0,741384.0,31.0,145785939.0,386242.0,216586307.0,2287043.0,0.0,58401773.0,279427919.0,0.0,6565461.0,5294702337.0,13086681.0,315407091.0,406263123.0,16020.0,0.0,10021117.0,1220531153.0,0.0,1164773.0,62123537.0,485461.0,411918.0,330815620.0,136.0,0.0,32162.0,623763.0,19055513.0,1187453.0,0.0,0.0,519658700.0,0.0,133414.0,2289991582.0,906717419.0,2471125505.0,1593224.0,818382.0,38361006.0,392.0,265.0,9271744.0,1248506080.0,192948555.0,670.0,133109678.0,18092.0,0.0,114210.0,81688118.0,4474637329.0,0.0,37155652.0,17217972.0,12719993376.0,165.0,298580111.0,8790735648.0,1371327894.0,1941.0,0.0,7480152.0,2310944.0,1025926333.0,3604.0,0.0,0.0,159433.0,426921921.0,7212550.0,11321986.0
rwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164926645.0,414675.0,0.0,0.0,0.0,0.0,0.0,67527.0,445329.0,0.0,0.0,35716601.0,0.0,0.0,0.0,26935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510148.0,0.0,0.0,0.0,0.0,0.0,0.0,1161389.0,0.0,6178340.0,0.0,48119441.0,0.0,0.0,0.0,0.0,0.0,125475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521173.0,29673734.0,0.0,0.0,4988749.0,0.0,0.0,0.0,13875993.0,0.0,0.0,2689216.0,0.0,0.0,371758.0,0.0,0.0,14627572.0,0.0,0.0,0.0,10965554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65678.0,0.0,0.0,0.0,0.0,0.0,1045891.0,0.0,0.0,0.0,0.0,1853000.0,1036236.0,34446723.0,0.0,578948.0,0.0,0.0,0.0,7032000.0,31088745.0,0.0,0.0,6120100.0,0.0,0.0,0.0,0.0,0.0,0.0,14972449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94095.0,19263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17004671.0,241088.0,0.0,0.0,0.0,0.0,325304.0,0.0,0.0,0.0,42453.0,0.0,0.0,23923786.0,0.0,3182285.0,0.0,0.0,0.0,0.0,860491.0,1361586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821077.0,0.0,0.0,119596.0,44434.0,18073617.0,0.0,0.0,0.0,0.0,0.0,0.0,1591976.0,0.0,0.0,0.0,0.0,0.0,0.0,74960.0,7964635.0,0.0,0.0,0.0,119934.0,0.0,0.0,30246153.0,0.0,0.0,0.0,0.0,0.0,11256163.0,0.0,0.0,0.0,0.0,22099682.0,0.0,0.0
