,abw,afg,ago,aia,alb,and,ant,are,arg,atf,atg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,brn,btn,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,csk,cub,cxr,cym,cyp,ddr,deu,dji,dma,dnk,dom,dza,ecu,egy,esh,esp,eth,fin,fji,flk,fra,fro,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grd,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,mac,mar,mdg,mdv,mex,mli,mlt,mmr,mng,moz,mrt,msr,mtq,mus,mwi,mys,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pci,pcn,per,phl,png,pol,prk,prt,pry,pyf,qat,reu,rou,rwa,sau,sdn,sen,sgp,shn,slb,sle,slv,som,spm,stp,sun,sur,swe,syc,syr,tca,tcd,tgo,tha,tkl,tls,ton,tto,tun,tur,tuv,tza,uga,ury,usa,vct,ven,vgb,vnm,vut,wlf,wsm,yem,ymd,yug,zaf,zmb,zwe
pol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41123834.0,0.0,0.0,29461745.0,392420119.0,0.0,216335321.0,0.0,0.0,921714.0,0.0,0.0,0.0,0.0,0.0,0.0,81476593.0,0.0,0.0,0.0,0.0,29803489.0,0.0,219359394.0,0.0,74312830.0,0.0,0.0,0.0,0.0,0.0,204116.0,0.0,0.0,0.0,13756313.0,0.0,0.0,0.0,2425670.0,0.0,2911786992.0,0.0,0.0,218543582.0,0.0,0.0,0.0,1456745.0,0.0,66626174.0,0.0,94745994.0,0.0,0.0,397526928.0,0.0,0.0,395028415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31588300.0,0.0,0.0,0.0,0.0,0.0,114007348.0,0.0,0.0,0.0,21255403.0,91513620.0,0.0,39436929.0,0.0,0.0,0.0,11506223.0,819194368.0,0.0,0.0,304183506.0,657800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187280.0,0.0,24496202.0,0.0,0.0,2908917.0,0.0,52181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18515263.0,0.0,0.0,0.0,0.0,0.0,0.0,411739278.0,144677755.0,0.0,0.0,432970.0,0.0,239831.0,0.0,0.0,0.0,0.0,269877.0,0.0,0.0,0.0,4292620.0,0.0,0.0,0.0,0.0,4128271.0,0.0,0.0,0.0,0.0,139664071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271184196.0,0.0,0.0,0.0,0.0,2399372.0,133756105.0,0.0,0.0,0.0,0.0,0.0,103418902.0,0.0,0.0,0.0,4974158.0,404874397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217950000.0,0.0,0.0,1162549.0
prk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43296.0,0.0,0.0,27147778.0,21943244.0,0.0,11415820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532485.0,0.0,3528684.0,0.0,358143602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44179000.0,0.0,0.0,1338938.0,0.0,0.0,0.0,0.0,0.0,5087256.0,0.0,3125188.0,0.0,0.0,11069744.0,0.0,0.0,8482531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415616.0,0.0,0.0,0.0,0.0,0.0,107700439.0,0.0,0.0,0.0,33996632.0,35453113.0,0.0,78238.0,0.0,0.0,0.0,0.0,20276840.0,0.0,0.0,175680756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9213494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288380.0,0.0,0.0,0.0,0.0,0.0,0.0,4514690.0,3224599.0,0.0,0.0,330976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34982743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12838045.0,0.0,0.0,0.0,0.0,0.0,12353937.0,0.0,0.0,0.0,0.0,0.0,25671523.0,0.0,0.0,0.0,0.0,32266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555000.0,0.0,0.0,0.0
prt,104723.0,0.0,81271884.0,0.0,164454.0,1598717.0,6920.0,74240820.0,149727732.0,0.0,5610243.0,45403702.0,177308128.0,116950.0,989109815.0,19165249.0,12849013.0,1602388.0,3854397.0,449649.0,50128.0,0.0,3392.0,1432083.0,358477612.0,0.0,15267.0,0.0,361320.0,173974861.0,42798.0,486833594.0,45831302.0,64930818.0,32925578.0,33551787.0,13101970.0,38825740.0,22445.0,28678347.0,522718.0,2148248.0,6167950.0,16620541.0,17375999.0,0.0,422358.0,830410.0,20295211.0,3303815502.0,27210.0,37873.0,205234707.0,1085622.0,288218527.0,9027877.0,158229908.0,0.0,3376481160.0,225888.0,195355633.0,0.0,126640.0,2733621743.0,251189.0,16045479.0,1766897424.0,1163633.0,638335.0,1069641.0,4658191.0,709337.0,2853207.0,189355.0,31470595.0,320328.0,604.0,2121627.0,2634198.0,12086.0,33095484.0,1964403.0,86552.0,3563443.0,53194304.0,48517915.0,0.0,105277951.0,126457499.0,118435381.0,52016027.0,33889612.0,2324705505.0,18826.0,123515.0,618553073.0,6416461.0,12942.0,0.0,0.0,65107477.0,7177233.0,0.0,26287.0,14672602.0,72793837.0,0.0,2128951.0,8412014.0,38545383.0,7241046.0,0.0,80341115.0,10253171.0,772603.0,0.0,83220.0,13959514.0,3204629.0,0.0,0.0,13383835.0,3791155.0,24271999.0,0.0,758160.0,0.0,513381944.0,7425735.0,0.0,1379778992.0,239814708.0,5568.0,0.0,23876139.0,58824.0,52191475.0,18798613.0,0.0,0.0,14830375.0,13376729.0,275042.0,12163522.0,3587.0,0.0,59895488.0,0.0,7983150.0,505745.0,2787091.0,13005.0,276218469.0,4614158.0,5173047.0,31909882.0,0.0,361570.0,500186.0,23351.0,0.0,331313.0,196324.0,43730858.0,515458.0,335338155.0,0.0,2720622.0,0.0,17740109.0,14128373.0,88510635.0,0.0,27080.0,0.0,108974.0,6979427.0,39941906.0,0.0,16987182.0,6012425.0,7868285.0,963601575.0,118329.0,6805086.0,0.0,485906.0,209011.0,0.0,0.0,93123.0,54279.0,8070994.0,170884807.0,1962623.0,38368367.0
pry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157329922.0,0.0,0.0,73768.0,1861744.0,0.0,3226508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194392.0,212791705.0,0.0,0.0,0.0,0.0,3856849.0,0.0,9089830.0,25512443.0,9548723.0,0.0,2243.0,0.0,892.0,0.0,587254.0,0.0,0.0,20181.0,850691.0,0.0,0.0,0.0,40877.0,0.0,58056566.0,0.0,0.0,1003594.0,587.0,68429398.0,227575.0,0.0,0.0,5987391.0,0.0,134151.0,0.0,0.0,36030608.0,0.0,0.0,45599603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22391.0,0.0,0.0,130496.0,0.0,0.0,49061556.0,0.0,0.0,69100.0,361692.0,1281819.0,0.0,1093324.0,0.0,0.0,0.0,2173082.0,25566027.0,11287.0,0.0,189168714.0,0.0,0.0,0.0,0.0,54783770.0,103602.0,0.0,36455.0,2552.0,0.0,0.0,21909.0,0.0,0.0,0.0,0.0,20502028.0,0.0,9975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006293.0,0.0,0.0,0.0,0.0,22139.0,0.0,11226999.0,111760.0,0.0,0.0,40485.0,0.0,67596.0,21984815.0,0.0,0.0,499263.0,713359.0,0.0,550687.0,0.0,390101.0,0.0,0.0,0.0,0.0,272267.0,0.0,17992.0,0.0,0.0,1834387.0,0.0,0.0,0.0,81202.0,0.0,0.0,0.0,93472.0,0.0,2715972.0,0.0,0.0,0.0,0.0,0.0,230875.0,0.0,0.0,0.0,0.0,0.0,393028.0,0.0,0.0,0.0,8687642.0,164811614.0,0.0,987681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62147.0,5436339.0,0.0,0.0
pyf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66200079.0,0.0,0.0,11383551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278125.0,0.0,0.0,0.0,0.0,3122397.0,0.0,0.0,0.0,657684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30599000.0,0.0,0.0,1655493.0,0.0,0.0,0.0,0.0,0.0,1108273.0,0.0,0.0,0.0,0.0,299518833.0,0.0,0.0,6474342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,0.0,3107859.0,0.0,0.0,0.0,0.0,29770771.0,0.0,0.0,28077237.0,0.0,0.0,0.0,0.0,718922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371757.0,0.0,0.0,0.0,0.0,0.0,0.0,6379654.0,338175.0,0.0,0.0,48191787.0,0.0,0.0,0.0,0.0,0.0,0.0,413137.0,0.0,0.0,0.0,59992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15108085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70199403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248000.0,0.0,0.0,0.0
qat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429065.0,0.0,0.0,19182095.0,5143860.0,0.0,15078954.0,0.0,0.0,664701.0,0.0,0.0,0.0,0.0,0.0,0.0,19418119.0,0.0,0.0,0.0,0.0,4060167.0,0.0,53324916.0,860937.0,5875339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485835.0,0.0,88914000.0,0.0,0.0,13499902.0,0.0,0.0,0.0,2213734.0,0.0,20023248.0,0.0,727438.0,0.0,0.0,107870790.0,0.0,0.0,168690963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6735752.0,0.0,0.0,99399.0,0.0,0.0,3131580.0,0.0,0.0,0.0,1640196.0,17001440.0,0.0,4154776.0,0.0,0.0,0.0,0.0,112611236.0,0.0,5578117.0,153068751.0,27917.0,0.0,0.0,0.0,9547936.0,196790.0,0.0,0.0,0.0,2341.0,0.0,496959.0,32293.0,89948.0,0.0,0.0,63327.0,0.0,319175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9859701.0,0.0,0.0,0.0,0.0,0.0,0.0,29646201.0,3325739.0,0.0,0.0,1925494.0,2088741.0,1669822.0,0.0,0.0,0.0,0.0,1198080.0,0.0,218901.0,0.0,378534.0,0.0,0.0,0.0,0.0,582000.0,0.0,0.0,0.0,0.0,50590845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14844902.0,0.0,23675651.0,0.0,0.0,0.0,5375826.0,0.0,0.0,0.0,0.0,202989.0,6106220.0,0.0,0.0,0.0,0.0,114670317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6759000.0,0.0,0.0,0.0
reu,0.0,0.0,0.0,0.0,195862.0,684.0,0.0,118086.0,5766940.0,0.0,0.0,1930608.0,3290093.0,0.0,34280439.0,0.0,7912.0,597707.0,11273.0,101315366.0,0.0,0.0,0.0,0.0,1393630.0,0.0,3907.0,0.0,33214.0,357203.0,0.0,2246479.0,46876.0,10075383.0,960351.0,580431.0,157351.0,4476491.0,0.0,38263.0,357276.0,0.0,151719.0,81941.0,24182.0,0.0,0.0,2540.0,236271.0,58574014.0,183664.0,0.0,2310842.0,0.0,19806.0,0.0,33710.0,0.0,24680389.0,0.0,438546.0,0.0,0.0,1285362854.0,0.0,235273.0,20423032.0,0.0,0.0,0.0,27956.0,0.0,0.0,0.0,3654452.0,0.0,0.0,0.0,0.0,0.0,3485413.0,194527.0,0.0,16101.0,3406064.0,4012778.0,0.0,1894654.0,19681.0,0.0,707872.0,1672119.0,57234844.0,0.0,465558.0,42197021.0,14166722.0,976.0,0.0,0.0,3129668.0,0.0,0.0,0.0,0.0,0.0,0.0,42157.0,39405.0,2405737.0,17942828.0,0.0,25421.0,9518.0,0.0,0.0,0.0,188185.0,2476.0,0.0,4758.0,17998749.0,0.0,18453801.0,102096.0,0.0,0.0,3422.0,88225.0,0.0,19763019.0,692993.0,6328.0,0.0,3370487.0,0.0,125027.0,7490.0,0.0,0.0,0.0,176362.0,47308.0,49074.0,2536.0,1997638.0,0.0,0.0,0.0,0.0,129003.0,0.0,4954852.0,0.0,17099.0,11846691.0,0.0,0.0,0.0,0.0,197938.0,0.0,0.0,2544.0,0.0,2071985.0,1497339.0,3895.0,0.0,0.0,4421.0,8459843.0,0.0,0.0,0.0,0.0,55295.0,520171.0,0.0,3343850.0,0.0,0.0,9623137.0,0.0,63237.0,0.0,107909.0,0.0,0.0,0.0,0.0,0.0,284653.0,53625706.0,0.0,26482.0
rou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76566187.0,0.0,0.0,90977252.0,91117690.0,0.0,54744748.0,0.0,0.0,743354.0,0.0,0.0,0.0,0.0,0.0,0.0,65139723.0,0.0,0.0,0.0,0.0,21016526.0,0.0,54333989.0,0.0,226551912.0,0.0,0.0,0.0,0.0,0.0,4740363.0,0.0,0.0,0.0,39974477.0,0.0,0.0,0.0,818679.0,0.0,683148000.0,0.0,0.0,30773909.0,0.0,0.0,4802566.0,14819373.0,0.0,27686035.0,622403.0,5581454.0,0.0,0.0,240483289.0,0.0,0.0,137530511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59447961.0,0.0,0.0,0.0,0.0,0.0,8608537.0,0.0,0.0,0.0,5301771.0,52620682.0,0.0,11349909.0,0.0,0.0,0.0,18505362.0,187255556.0,0.0,4002514.0,80449513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204253078.0,0.0,7999532.0,0.0,21981300.0,0.0,0.0,14717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5594486.0,0.0,0.0,0.0,0.0,0.0,0.0,85413222.0,2779214.0,0.0,0.0,8988562.0,0.0,0.0,0.0,0.0,0.0,4201242.0,1236924.0,0.0,38626773.0,0.0,2622827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7161407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26929637.0,0.0,3445820.0,0.0,0.0,0.0,4103963.0,0.0,0.0,0.0,0.0,2066164.0,83157096.0,0.0,0.0,0.0,0.0,358545277.0,0.0,3090593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169257000.0,0.0,0.0,748333.0
rwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37113.0,0.0,0.0,0.0,1534970.0,0.0,32470438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761698.0,0.0,0.0,0.0,0.0,704186.0,0.0,2182505.0,0.0,3315108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23161000.0,0.0,0.0,2078439.0,0.0,0.0,0.0,0.0,0.0,803700.0,0.0,265611.0,0.0,0.0,25726849.0,0.0,0.0,3407594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65828.0,0.0,0.0,0.0,0.0,0.0,1952921.0,0.0,0.0,0.0,0.0,504520.0,0.0,733444.0,0.0,0.0,0.0,0.0,7774509.0,0.0,0.0,21788810.0,0.0,0.0,0.0,0.0,493051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,10232960.0,5917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,0.0,0.0,0.0,838992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586183.0,0.0,0.0,0.0,0.0,0.0,231246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196000.0,0.0,0.0,0.0
sau,0.0,3529870.0,0.0,0.0,142717.0,0.0,61542.0,148209085.0,24468592.0,0.0,0.0,298331291.0,173318562.0,0.0,432038321.0,0.0,0.0,2236040.0,24128851.0,96654948.0,0.0,0.0,0.0,593177.0,349465026.0,0.0,0.0,0.0,0.0,175450640.0,0.0,1536496410.0,33875062.0,445867143.0,5580370.0,131884.0,85222.0,0.0,0.0,8550199.0,0.0,0.0,0.0,37262705.0,830014.0,0.0,0.0,37629062.0,10485180.0,1813584560.0,966752.0,25076.0,208223781.0,25075.0,1423920.0,2511259.0,87193805.0,0.0,351096668.0,7762803.0,81427720.0,0.0,0.0,1044092234.0,0.0,0.0,2719244624.0,918170.0,39426.0,0.0,0.0,0.0,0.0,0.0,98437431.0,0.0,0.0,27749563.0,0.0,0.0,205680788.0,4181248.0,0.0,37353701.0,274845340.0,263314292.0,0.0,113342300.0,159322.0,17969188.0,26406.0,0.0,1132864331.0,2067387.0,78035443.0,3748063621.0,11910038.0,0.0,0.0,0.0,867049361.0,68408425.0,0.0,79253248.0,36697.0,0.0,0.0,39377991.0,1028686.0,109510778.0,73104.0,84625.0,18783707.0,0.0,2530959.0,250801.0,67949.0,544456.0,341445.0,0.0,0.0,0.0,0.0,125035828.0,31749.0,0.0,0.0,1017376.0,0.0,0.0,575366016.0,317051830.0,0.0,0.0,97155407.0,32098762.0,91592649.0,65732.0,76325.0,0.0,388402.0,47831877.0,0.0,30427097.0,2643799.0,19449219.0,0.0,0.0,47564960.0,103945.0,20719909.0,0.0,0.0,40024969.0,0.0,246549147.0,0.0,0.0,0.0,92524.0,34850216.0,0.0,0.0,42813373.0,0.0,329165857.0,0.0,137435185.0,0.0,0.0,0.0,390589497.0,0.0,0.0,0.0,63807.0,4842361.0,318799312.0,0.0,8893964.0,191186.0,4126830.0,4103913264.0,0.0,4902955.0,0.0,1350003.0,42791.0,0.0,0.0,21256792.0,1224372.0,461461499.0,32596989.0,78018692.0,352344.0
sdn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12800.0,0.0,0.0,2087802.0,7508286.0,0.0,17607254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433109.0,0.0,0.0,0.0,0.0,6314663.0,0.0,17326936.0,0.0,7765827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89690000.0,0.0,0.0,10105806.0,0.0,0.0,0.0,0.0,0.0,3370676.0,0.0,8911935.0,0.0,0.0,37363100.0,0.0,0.0,112677759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5003071.0,0.0,0.0,0.0,0.0,0.0,1968242.0,0.0,0.0,0.0,3162663.0,21224617.0,0.0,5928660.0,0.0,0.0,0.0,0.0,56604365.0,0.0,0.0,45933939.0,0.0,0.0,0.0,0.0,7720443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13153626.0,0.0,0.0,0.0,0.0,0.0,0.0,55726919.0,948066.0,0.0,0.0,1655335.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,0.0,0.0,0.0,269908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11758886.0,0.0,0.0,0.0,0.0,0.0,793838.0,0.0,0.0,0.0,0.0,0.0,21354916.0,0.0,0.0,0.0,0.0,42265813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31660000.0,0.0,0.0,0.0
sen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68103.0,0.0,0.0,34053.0,5598961.0,0.0,42641667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10315168.0,0.0,0.0,0.0,0.0,10336879.0,0.0,6783360.0,0.0,17553445.0,0.0,3382032.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,21895.0,0.0,0.0,0.0,0.0,0.0,60305000.0,0.0,0.0,2353639.0,0.0,38646.0,0.0,0.0,0.0,55309885.0,0.0,5801611.0,0.0,0.0,474035245.0,0.0,0.0,26100932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881673.0,0.0,0.0,0.0,0.0,0.0,25302413.0,0.0,0.0,0.0,489797.0,2260182.0,0.0,1167807.0,0.0,0.0,0.0,7485.0,80186572.0,0.0,0.0,36945275.0,0.0,0.0,0.0,0.0,8175869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561019.0,0.0,0.0,7404.0,671422.0,7145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974.0,509353.0,0.0,0.0,0.0,0.0,0.0,0.0,38026498.0,839733.0,0.0,0.0,0.0,0.0,5682372.0,0.0,0.0,0.0,423459.0,216356.0,0.0,311348.0,0.0,4913134.0,0.0,0.0,0.0,0.0,49000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4309712.0,0.0,0.0,0.0,0.0,17714.0,38719281.0,0.0,0.0,0.0,0.0,724223.0,1547232.0,0.0,0.0,0.0,32781.0,52623192.0,0.0,64538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279000.0,0.0,0.0,82486.0
sgp,0.0,81377.0,0.0,0.0,0.0,0.0,1713557.0,1365838657.0,47898704.0,0.0,0.0,1076791621.0,144710542.0,0.0,316691917.0,0.0,0.0,41422186.0,10752480.0,239474069.0,793476.0,0.0,4404283.0,0.0,271197155.0,0.0,119289861.0,0.0,0.0,323522632.0,0.0,659223476.0,78556785.0,1910414709.0,1454042.0,501085.0,0.0,0.0,0.0,5008201.0,48230.0,0.0,0.0,25576756.0,0.0,0.0,0.0,9141413.0,9342469.0,1951603241.0,91851.0,0.0,114427265.0,0.0,10128.0,558189.0,58979179.0,0.0,154374497.0,209507.0,91441819.0,461291.0,0.0,1341492688.0,0.0,15716926.0,1689556879.0,5116564.0,5088.0,0.0,0.0,0.0,0.0,0.0,60740066.0,0.0,0.0,5645641.0,0.0,0.0,1688817027.0,2131751.0,0.0,8809691.0,1902129859.0,341483141.0,0.0,80747653.0,425226525.0,35642758.0,0.0,86922047.0,863264970.0,333060.0,20224621.0,11068802488.0,7232505.0,0.0,0.0,0.0,1614454281.0,423469148.0,0.0,50565.0,10428763.0,5925011.0,0.0,29038219.0,5754498.0,14636706.0,25473880.0,5414449.0,64688076.0,0.0,30625938.0,58696006.0,0.0,58069293.0,0.0,0.0,0.0,9715585.0,0.0,7694196829.0,710386.0,0.0,0.0,28393233.0,0.0,0.0,481882187.0,211517515.0,4748341.0,38321.0,127832186.0,352855332.0,76967675.0,86811966.0,0.0,0.0,1380297.0,288092757.0,7141761.0,35182012.0,7629579.0,22346348.0,8370868.0,862547.0,98225967.0,259024.0,52211885.0,0.0,2987119579.0,494845.0,0.0,0.0,0.0,1190184.0,0.0,0.0,44382.0,0.0,0.0,88017523.0,0.0,299279201.0,415828.0,1711003.0,0.0,0.0,0.0,1496101714.0,0.0,0.0,0.0,92202.0,2463492.0,34077269.0,0.0,17773112.0,184409.0,6183496.0,8786174609.0,2758822.0,81837400.0,0.0,0.0,0.0,0.0,0.0,9059032.0,16546057.0,37552704.0,8495129.0,37755846.0,0.0
shn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663161.0,0.0,0.0,13263777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,0.0,94964.0,0.0,0.0,0.0,0.0,4936264.0,0.0,0.0,80829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,37078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28997949.0,0.0,0.0,122195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5641.0,0.0,0.0,0.0,0.0,0.0,0.0,13958.0,0.0,797761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824000.0,0.0,0.0,67133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129907.0,0.0,0.0,935457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366986.0,0.0,0.0,0.0,0.0,71970.0,0.0,32251.0,0.0,0.0,0.0,0.0,258234.0,0.0,0.0,18572879.0,0.0,0.0,0.0,0.0,1047395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187069.0,0.0,0.0,0.0,0.0,0.0,0.0,2644088.0,11906.0,0.0,0.0,6989278.0,0.0,0.0,0.0,0.0,0.0,0.0,182913.0,0.0,0.0,0.0,37367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9136106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198761.0,0.0,0.0,0.0,0.0,0.0,188278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6356395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
