,abw,afg,ago,aia,alb,and,ant,are,arg,arm,asm,ata,atf,atg,aus,aut,aze,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,bih,blr,blz,bmu,bol,bra,brb,brn,btn,bvt,bwa,caf,can,cck,che,chl,chn,civ,cmr,cod,cog,cok,col,com,cpv,cri,cub,cxr,cym,cyp,cze,deu,dji,dma,dnk,dom,dza,ecu,egy,eri,esh,esp,est,eth,fin,fji,flk,fra,fro,fsm,gab,gbr,geo,gha,gib,gin,gmb,gnb,gnq,grc,grd,grl,gtm,gum,guy,hkg,hmd,hnd,hrv,hti,hun,idn,ind,iot,irl,irn,irq,isl,isr,ita,jam,jor,jpn,kaz,ken,kgz,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lca,lka,lso,ltu,lux,lva,mac,mar,mda,mdg,mdv,mex,mhl,mkd,mli,mlt,mmr,mng,mnp,moz,mrt,msr,mus,mwi,mys,myt,nam,ncl,ner,nfk,nga,nic,niu,nld,nor,npl,nru,nzl,omn,pak,pan,pcn,per,phl,plw,png,pol,prk,prt,pry,pse,pyf,qat,rou,rus,rwa,sau,scg,sdn,sen,sgp,sgs,shn,slb,sle,slv,smr,som,spm,stp,sur,svk,svn,swe,swz,syc,syr,tca,tcd,tgo,tha,tjk,tkl,tkm,tls,ton,tto,tun,tur,tuv,tza,uga,ukr,umi,ury,usa,uzb,vat,vct,ven,vgb,vnm,vut,wlf,wsm,yem,zaf,zmb,zwe
irq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4035844.0,31448576.0,0.0,0.0,0.0,0.0,0.0,155862.0,28650335.0,0.0,0.0,60509816.0,0.0,0.0,0.0,3078120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17694473.0,0.0,0.0,0.0,0.0,0.0,0.0,52437477.0,0.0,67209180.0,0.0,327258501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555892.0,197541.0,124976000.0,0.0,0.0,17733701.0,0.0,0.0,0.0,464503.0,0.0,0.0,58258927.0,1242563.0,0.0,7704239.0,0.0,0.0,355683127.0,0.0,0.0,0.0,77106358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4079494.0,0.0,0.0,0.0,0.0,0.0,358164.0,0.0,0.0,247571.0,0.0,1945000.0,85203968.0,67810084.0,0.0,5032245.0,9551588.0,0.0,0.0,0.0,241183409.0,0.0,1393210.0,43224665.0,0.0,0.0,0.0,0.0,0.0,0.0,22967173.0,0.0,0.0,1984513.0,0.0,0.0,0.0,0.0,0.0,0.0,62217.0,0.0,0.0,0.0,0.0,0.0,0.0,951822.0,0.0,2469084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20128178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31909610.0,0.0,0.0,0.0,0.0,407950.0,1627.0,0.0,0.0,0.0,2345.0,0.0,0.0,428000.0,0.0,49408.0,0.0,0.0,0.0,0.0,4502000.0,89886249.0,0.0,0.0,0.0,0.0,0.0,8030086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372704.0,22530230.0,0.0,0.0,0.0,0.0,0.0,0.0,63316406.0,0.0,0.0,0.0,0.0,0.0,0.0,3228430.0,0.0,0.0,0.0,0.0,25680.0,0.0,0.0,10257685.0,0.0,0.0,0.0,0.0,0.0,1571609.0,0.0,0.0,0.0,110139.0,4647011.0,0.0,0.0
isl,0.0,4233.0,0.0,0.0,10093.0,0.0,0.0,3836492.0,542545.0,0.0,0.0,0.0,0.0,0.0,61230273.0,24381818.0,0.0,0.0,36305168.0,0.0,0.0,1390147.0,364867.0,4368.0,930789.0,18873.0,282529.0,0.0,14306.0,12118.0,1871381.0,0.0,0.0,0.0,0.0,0.0,0.0,21533955.0,0.0,24505705.0,18078609.0,44971938.0,5385.0,7773.0,10755.0,0.0,0.0,1063374.0,0.0,0.0,1146172.0,52966.0,0.0,0.0,29693.0,8425082.0,277114163.0,0.0,0.0,205773363.0,60564.0,25689.0,81687.0,195877.0,0.0,0.0,42848197.0,15869249.0,18698.0,33415040.0,0.0,332767.0,87234335.0,7001147.0,0.0,0.0,213110914.0,0.0,381042.0,0.0,5375.0,0.0,0.0,0.0,1997722.0,0.0,4782036.0,71745.0,0.0,0.0,8562926.0,0.0,11072.0,500139.0,0.0,4822840.0,4773689.0,8567264.0,0.0,36275007.0,52346.0,0.0,0.0,5410713.0,71123128.0,279243.0,0.0,117280984.0,0.0,87915.0,0.0,106562.0,0.0,0.0,19086151.0,0.0,46620.0,8300.0,0.0,0.0,0.0,631252.0,0.0,11221693.0,2641740.0,8653744.0,494257.0,696027.0,52501.0,20750.0,0.0,2487395.0,0.0,26241.0,4777.0,147824.0,47245.0,0.0,0.0,0.0,14228.0,0.0,129206.0,0.0,5122506.0,0.0,0.0,0.0,0.0,0.0,3369.0,61336.0,0.0,175490352.0,191806613.0,6764.0,0.0,1012995.0,0.0,1073197.0,1566016.0,0.0,127666.0,1272863.0,0.0,4327.0,33758134.0,0.0,18085049.0,183134.0,0.0,0.0,21992.0,3037257.0,42060376.0,0.0,0.0,51239.0,118086.0,54.0,3186748.0,0.0,0.0,0.0,0.0,9886.0,13297.0,0.0,0.0,0.0,21344893.0,2769445.0,2234353.0,154093926.0,0.0,3754.0,0.0,0.0,0.0,0.0,8283023.0,0.0,0.0,0.0,0.0,0.0,0.0,646267.0,8679961.0,0.0,44354.0,3174.0,176164.0,0.0,164748.0,260391768.0,0.0,0.0,0.0,4726586.0,6716.0,1763296.0,0.0,0.0,0.0,0.0,3037017.0,2098.0,64605.0
isr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66035662.0,7934256.0,0.0,0.0,0.0,0.0,131555500.0,108529377.0,122899.0,0.0,3231465339.0,0.0,0.0,3583.0,28462379.0,0.0,206092.0,1083187.0,283607.0,0.0,4225249.0,415607.0,72719133.0,99140.0,0.0,0.0,0.0,1256281.0,3610.0,308977862.0,0.0,1749800848.0,8678161.0,545766151.0,4499431.0,474839.0,0.0,183230.0,0.0,40560314.0,0.0,0.0,1902976.0,0.0,0.0,0.0,26530923.0,46909447.0,2410340586.0,0.0,0.0,136409533.0,104516.0,0.0,3145270.0,18984913.0,184299.0,0.0,626692648.0,1353873.0,12597722.0,254399055.0,5354.0,0.0,1044854707.0,0.0,0.0,10398974.0,2450375671.0,555392.0,773827.0,243451.0,1934256.0,0.0,0.0,0.0,127872465.0,0.0,0.0,1642247.0,0.0,0.0,811032603.0,0.0,525985.0,7537505.0,0.0,58419185.0,23036116.0,495731112.0,0.0,297479079.0,0.0,0.0,4309824.0,0.0,1555159200.0,41108.0,33748042.0,1068204770.0,619886.0,18709996.0,6359.0,24216.0,0.0,0.0,593988155.0,0.0,0.0,0.0,78055.0,0.0,0.0,24088100.0,0.0,8365550.0,16740588.0,2348631.0,431710.0,1569677.0,681763.0,0.0,0.0,62983781.0,0.0,45361.0,0.0,3632110.0,82334.0,0.0,0.0,0.0,0.0,0.0,480129.0,0.0,24708631.0,0.0,21100.0,0.0,581741.0,0.0,618190.0,108975.0,0.0,1294304179.0,67792619.0,111643.0,0.0,5554683.0,254069.0,0.0,7607448.0,0.0,5508857.0,53971728.0,0.0,39557.0,140460108.0,0.0,77939122.0,120123.0,0.0,0.0,0.0,83539643.0,759897435.0,7275.0,0.0,6001771.0,0.0,905.0,209931077.0,0.0,0.0,0.0,0.0,3568.0,0.0,0.0,0.0,0.0,0.0,10471540.0,18262605.0,397833318.0,0.0,0.0,0.0,0.0,0.0,376614.0,294760028.0,0.0,0.0,2611501.0,0.0,0.0,51195.0,35835.0,622035260.0,0.0,358662.0,1304446.0,72122985.0,0.0,69078828.0,6135233962.0,1314153.0,28688.0,0.0,9598302.0,67765.0,14151211.0,887.0,0.0,0.0,0.0,553802216.0,59734.0,785332.0
ita,1683972.0,1253798.0,18138371.0,532.0,160039800.0,456629.0,6769513.0,141075533.0,797687347.0,2482640.0,0.0,1161152.0,0.0,9130.0,1137301238.0,5108038151.0,396815577.0,294141.0,8712960004.0,38075664.0,21200882.0,254169649.0,613709668.0,39068761.0,15855690.0,214419294.0,77363445.0,8815872.0,556387.0,20936647.0,2126318565.0,1287752.0,492908.0,0.0,0.0,3971178.0,3429400.0,1627351301.0,0.0,6478756546.0,788290905.0,5804785626.0,190697354.0,632656375.0,25385597.0,55942715.0,0.0,258465386.0,57732.0,35536.0,68786921.0,23761876.0,0.0,15987518.0,20790318.0,950788812.0,37772688186.0,1592802.0,199212.0,1473223226.0,19203596.0,1306808659.0,162906679.0,944070114.0,1580333.0,0.0,8967087539.0,41378234.0,32943830.0,1897388498.0,1106009.0,435631.0,24902608571.0,122596.0,0.0,36693252.0,11782749881.0,87426178.0,69057520.0,379150.0,7517595.0,246296.0,1645976.0,500013.0,1133770631.0,309908.0,81537.0,29655577.0,0.0,2018786.0,351303156.0,0.0,20405622.0,684795207.0,1364591.0,1436980608.0,794766965.0,1386550724.0,0.0,2923883279.0,2042918950.0,1525862904.0,11152643.0,754292193.0,0.0,6820081.0,11589203.0,5321168968.0,522543192.0,38552544.0,2376749.0,2913670.0,0.0,101463.0,1863174457.0,312260537.0,8929876.0,15682521.0,41890698.0,5352784318.0,18325.0,61115102.0,44911.0,86161401.0,660447527.0,44037420.0,28487487.0,461296691.0,49397324.0,30507124.0,207149.0,295610399.0,33364.0,157122068.0,17364783.0,109789100.0,24920264.0,17803898.0,7558.0,12353335.0,62268982.0,114565.0,48181147.0,7197239.0,597090654.0,1340580.0,21096351.0,14947988.0,136898.0,0.0,293966123.0,4715297.0,0.0,12869331753.0,697081830.0,8522993.0,0.0,228465111.0,4496181.0,205094026.0,44121006.0,24083.0,132745361.0,233934499.0,39761.0,39384480.0,1753800460.0,4118643.0,903468062.0,35311808.0,350992.0,3425164.0,1362207.0,2140366808.0,4420445398.0,1890398.0,1821682610.0,242731113.0,36167823.0,75191191.0,404424259.0,0.0,0.0,0.0,56608.0,5149721.0,0.0,291561.0,28326.0,480360.0,56316.0,966398405.0,1125474566.0,3339032680.0,8928500.0,16002821.0,607073089.0,0.0,187365.0,9843165.0,881245394.0,11425395.0,0.0,100439862.0,0.0,19474.0,49929577.0,1144862208.0,1839056760.0,37180.0,10998886.0,23178157.0,643945469.0,421156.0,68406998.0,11151712158.0,171405717.0,177149.0,1898049.0,339200832.0,38736537.0,279283861.0,216400.0,154965.0,14324.0,4028410.0,2033515580.0,8022514.0,94516952.0
jam,76078.0,0.0,0.0,8350.0,14286.0,0.0,9326160.0,218352.0,10176133.0,0.0,0.0,0.0,0.0,0.0,25343490.0,2641783.0,0.0,0.0,19073577.0,0.0,0.0,61352.0,176951.0,0.0,2557183.0,0.0,0.0,5366395.0,194704.0,8112.0,45517469.0,15021786.0,0.0,0.0,0.0,0.0,0.0,103860353.0,0.0,19403715.0,4202430.0,42907316.0,0.0,0.0,0.0,0.0,0.0,19411682.0,0.0,0.0,19162316.0,2546498.0,0.0,90752.0,116921.0,441950.0,38865988.0,0.0,12620871.0,3960766.0,6322910.0,0.0,758788.0,38792.0,0.0,0.0,13673298.0,358896.0,0.0,7516818.0,0.0,0.0,64882407.0,0.0,0.0,0.0,98243217.0,0.0,3241.0,0.0,0.0,0.0,0.0,0.0,589855.0,458886.0,0.0,8293753.0,0.0,29713355.0,10097705.0,0.0,6500774.0,27196.0,65036.0,110228.0,6536924.0,5683475.0,0.0,5366953.0,4733.0,10320.0,354077.0,4543275.0,14999400.0,0.0,32640.0,172097144.0,150844.0,0.0,0.0,4139.0,0.0,0.0,16367342.0,0.0,0.0,0.0,23392.0,0.0,22893.0,823790.0,0.0,339122.0,446363.0,53922.0,0.0,57459.0,0.0,0.0,0.0,142648646.0,0.0,0.0,0.0,518791.0,4010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5405077.0,0.0,0.0,0.0,0.0,0.0,103953.0,75553.0,0.0,23595086.0,6097026.0,0.0,0.0,15054075.0,0.0,777823.0,28169778.0,0.0,2170282.0,4392689.0,0.0,0.0,1582081.0,2050616.0,1079404.0,32933.0,0.0,0.0,0.0,131935.0,1833542.0,0.0,0.0,23182.0,0.0,0.0,2557442.0,0.0,0.0,0.0,0.0,787080.0,0.0,0.0,0.0,0.0,5981282.0,801167.0,335805.0,29574152.0,0.0,0.0,0.0,60567.0,0.0,0.0,14592913.0,0.0,0.0,0.0,0.0,0.0,286623268.0,0.0,22798801.0,0.0,0.0,0.0,108666.0,0.0,2872641.0,1306643003.0,0.0,0.0,1629262.0,114960137.0,455211.0,225371.0,0.0,0.0,0.0,0.0,1797923.0,0.0,0.0
jor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20176942.0,88157687.0,40373.0,0.0,0.0,0.0,0.0,41330824.0,27065400.0,0.0,0.0,104607518.0,0.0,0.0,147112.0,12023343.0,5354983.0,0.0,0.0,0.0,0.0,0.0,0.0,17564344.0,0.0,0.0,0.0,0.0,0.0,0.0,15010916.0,0.0,53281998.0,197883.0,201802786.0,110870.0,15151.0,0.0,0.0,0.0,41991.0,0.0,0.0,68845.0,9397.0,0.0,0.0,2709069.0,6159459.0,401131000.0,0.0,0.0,30263548.0,0.0,7146.0,52029.0,13859907.0,0.0,0.0,60012901.0,537.0,495361.0,16114189.0,0.0,0.0,165390368.0,0.0,0.0,0.0,198025094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22233160.0,0.0,0.0,1472836.0,0.0,0.0,39327459.0,0.0,0.0,3724670.0,0.0,4175000.0,75298798.0,72072416.0,0.0,16517280.0,1591884.0,17480.0,0.0,38838000.0,211168300.0,0.0,0.0,131442367.0,0.0,1707049.0,0.0,0.0,0.0,0.0,148894566.0,8205298.0,0.0,18290882.0,0.0,0.0,0.0,0.0,0.0,92294.0,2460233.0,104609.0,0.0,3653598.0,724115.0,0.0,0.0,908451.0,0.0,3329.0,0.0,233855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954816.0,64245429.0,0.0,369789.0,0.0,0.0,0.0,0.0,0.0,0.0,82857294.0,2767392.0,0.0,0.0,13448986.0,2033743.0,4752090.0,138405.0,0.0,155290.0,737858.0,0.0,0.0,4516000.0,0.0,10493775.0,0.0,4763028.0,0.0,2312101.0,17107000.0,34756392.0,0.0,0.0,40234.0,10440134.0,104819.0,15567130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016350.0,2511817.0,61785631.0,0.0,0.0,13242870.0,0.0,0.0,0.0,32781712.0,0.0,0.0,0.0,0.0,0.0,0.0,370885.0,99401834.0,0.0,36226.0,50464.0,18663368.0,0.0,132232.0,312743568.0,0.0,0.0,0.0,316066.0,0.0,290000.0,0.0,0.0,0.0,70125.0,3369122.0,0.0,4081278.0
jpn,0.0,432423.0,2553502.0,123025.0,619336.0,0.0,4058583.0,13401999449.0,410465384.0,110698.0,542673.0,1150112.0,0.0,46025.0,13224282161.0,834047310.0,760039.0,1088553.0,1657139955.0,52953.0,4501551.0,105631581.0,27785631.0,209240135.0,27855090.0,432322.0,7028004.0,40401957.0,1039307.0,30641911.0,2819644728.0,331009499.0,1478982649.0,39740.0,0.0,2443.0,699563.0,7809987820.0,0.0,2966316368.0,2561501823.0,49688975636.0,11517721.0,4636855.0,16734439.0,18254437.0,2003258.0,239313173.0,508944.0,48007.0,170786255.0,34304268.0,0.0,42964.0,2297611.0,144695571.0,11552291559.0,12424.0,2096153.0,2038235845.0,20973176.0,18180264.0,229859878.0,140463077.0,60483.0,13540.0,1225285764.0,20976207.0,53776693.0,772426113.0,28863975.0,987242.0,5754643203.0,0.0,19383153.0,11585376.0,5900793934.0,2143090.0,43672284.0,6480.0,2915989.0,3225957.0,0.0,37796692.0,80136114.0,99427.0,85402839.0,78239379.0,72619003.0,4406144.0,1574705687.0,0.0,106446014.0,20088139.0,719873.0,377413632.0,14768987383.0,2382774311.0,56012.0,3347568138.0,4859043881.0,599218316.0,138019919.0,836240257.0,4769283004.0,30345178.0,83375163.0,0.0,82997209.0,19062240.0,1234829.0,46875470.0,12462356.0,36782.0,18647989069.0,4505693388.0,10742605.0,5607040.0,77165.0,8237119.0,73080.0,201960204.0,14642.0,11554099.0,50847592.0,8273862.0,20771985.0,302765472.0,3329.0,30821976.0,3886677.0,2156534148.0,280550.0,5255159.0,1137894.0,8740782.0,107556938.0,8666322.0,3944858.0,20785030.0,72191456.0,12609.0,28276881.0,46444797.0,13153852392.0,0.0,13484945.0,176814645.0,1252521.0,0.0,195827291.0,5856599.0,0.0,1804682823.0,1073249409.0,25421853.0,755195.0,1971060651.0,1846332865.0,226301261.0,27580041.0,3225.0,318392527.0,6501367563.0,16167422.0,331650871.0,75423382.0,232764602.0,129543845.0,18496013.0,2069.0,106185658.0,5285533070.0,43788111.0,4140506649.0,394366.0,12828553205.0,2953305.0,276550235.0,5572881.0,5887425098.0,0.0,1183879.0,20372368.0,463309.0,16533808.0,0.0,233921.0,1094196.0,466682.0,19955212.0,114055999.0,20461659.0,2472260546.0,9937835.0,10094596.0,15304361.0,0.0,980411.0,160256.0,9555471229.0,490545.0,92481.0,645119.0,13060.0,8617470.0,2338456.0,20388399.0,156414009.0,0.0,40856238.0,11089653.0,139188359.0,0.0,51033656.0,64648039848.0,70902264.0,0.0,2674800.0,251144911.0,153898.0,2380905369.0,16245782.0,0.0,174104.0,46843060.0,2801498425.0,84666544.0,160046951.0
kaz,2138.0,25691.0,0.0,84973.0,1258.0,20106.0,0.0,19780513.0,2580892.0,1068108.0,0.0,0.0,2047.0,27966.0,5012772.0,18118027.0,8936290.0,0.0,32462340.0,888.0,0.0,1696903.0,3232165.0,983.0,25107.0,0.0,35535057.0,34339.0,0.0,0.0,24416026.0,0.0,1076.0,58744.0,0.0,0.0,0.0,20819618.0,0.0,43273495.0,119794.0,156552876.0,1051169.0,1620.0,0.0,0.0,5111.0,107107.0,1424.0,0.0,18997.0,27856259.0,0.0,16244.0,1604575.0,31690712.0,304253911.0,0.0,64274.0,9134751.0,3032.0,2864.0,909529.0,1530332.0,271.0,178.0,8446298.0,8498820.0,0.0,51990526.0,0.0,2318.0,249119908.0,0.0,0.0,19923.0,201362069.0,4267699.0,795534.0,184674.0,267.0,897.0,0.0,6059.0,3327442.0,0.0,0.0,6560869.0,0.0,15839.0,2528274.0,11619.0,25397.0,923461.0,0.0,23704532.0,2038836.0,46701446.0,37806.0,9208252.0,11923864.0,0.0,85830.0,17853458.0,148867307.0,1335.0,95837.0,94048560.0,0.0,893.0,27634368.0,89.0,0.0,0.0,76849171.0,0.0,12830.0,12931.0,0.0,108822.0,0.0,3147302.0,89.0,9406183.0,4033735.0,5273481.0,0.0,340804.0,6397693.0,1159.0,0.0,8403294.0,0.0,271899.0,89.0,443403.0,0.0,208631.0,13075.0,0.0,6960.0,807.0,357.0,759399.0,4167169.0,0.0,17894.0,0.0,0.0,0.0,57955.0,4902.0,25429.0,61587406.0,2539969.0,0.0,62981.0,1344070.0,2321332.0,1792442.0,112317.0,0.0,16349925.0,567680.0,0.0,131334.0,52578926.0,53175.0,489158.0,3254.0,0.0,2055.0,104079.0,11808796.0,2217973794.0,203696.0,83868.0,412448.0,56259.0,0.0,2293922.0,0.0,70519.0,0.0,248467.0,2900772.0,0.0,5692.0,0.0,0.0,0.0,15082768.0,6448656.0,26009956.0,0.0,1970.0,108608.0,47076.0,90.0,0.0,2438919.0,3982526.0,0.0,39021549.0,0.0,0.0,89.0,3234.0,129946913.0,890.0,78087.0,2951.0,73089474.0,0.0,23939.0,249489960.0,63908311.0,0.0,0.0,0.0,218601.0,8102.0,0.0,0.0,0.0,802.0,14872614.0,0.0,571845.0
ken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17759606.0,41575569.0,0.0,0.0,0.0,0.0,0.0,11493670.0,3932665.0,0.0,0.0,50475872.0,0.0,0.0,619083.0,555168.0,1786.0,0.0,0.0,0.0,0.0,0.0,0.0,9738493.0,0.0,0.0,0.0,0.0,146948.0,0.0,13837431.0,0.0,17144779.0,2389.0,133083244.0,74210.0,56.0,0.0,0.0,0.0,9640876.0,0.0,0.0,0.0,0.0,0.0,0.0,493485.0,2075308.0,97878000.0,0.0,0.0,11699898.0,0.0,0.0,0.0,7965211.0,0.0,0.0,21470714.0,55348.0,265012.0,42515714.0,0.0,0.0,107179088.0,0.0,0.0,0.0,250480430.0,0.0,3280.0,0.0,0.0,0.0,0.0,0.0,2638161.0,0.0,0.0,0.0,0.0,0.0,30049957.0,0.0,0.0,132988.0,0.0,1335000.0,23888201.0,130486962.0,0.0,12123785.0,1281037.0,0.0,0.0,29271000.0,64373548.0,0.0,556441.0,133528260.0,0.0,0.0,0.0,0.0,0.0,0.0,47079649.0,1603805.0,0.0,30568.0,0.0,0.0,0.0,0.0,0.0,0.0,2574414.0,0.0,0.0,263573.0,0.0,2603.0,0.0,971677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40600.0,0.0,0.0,2581335.0,2343911.0,31073116.0,0.0,96152.0,0.0,0.0,0.0,0.0,0.0,0.0,73101687.0,7842765.0,0.0,0.0,1059648.0,141863.0,8995572.0,0.0,0.0,0.0,385637.0,0.0,0.0,1598000.0,0.0,2213585.0,0.0,0.0,0.0,753409.0,2135000.0,22190041.0,0.0,0.0,0.0,62118.0,4103.0,15859040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122068.0,574379.0,23256573.0,878477.0,0.0,0.0,0.0,0.0,0.0,24986239.0,0.0,0.0,0.0,0.0,0.0,18548.0,22017.0,7858400.0,0.0,5708537.0,3519727.0,0.0,0.0,18336.0,237989280.0,0.0,0.0,0.0,31984.0,0.0,3020522.0,0.0,0.0,0.0,1202.0,219178653.0,2520145.0,3709285.0
kgz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12289.0,0.0,0.0,0.0,0.0,113569.0,1136562.0,1795550.0,0.0,1507381.0,0.0,0.0,0.0,734686.0,0.0,0.0,0.0,2531755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212067.0,0.0,473351.0,0.0,110173636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30383.0,0.0,0.0,8064.0,924338.0,23995000.0,0.0,0.0,2595432.0,0.0,0.0,0.0,0.0,0.0,0.0,483584.0,342124.0,0.0,896457.0,0.0,0.0,4044121.0,0.0,0.0,0.0,6498202.0,39625.0,0.0,0.0,0.0,0.0,0.0,0.0,561002.0,0.0,0.0,0.0,0.0,0.0,89629.0,0.0,0.0,408697.0,0.0,921000.0,144433.0,17732038.0,0.0,576099.0,3479191.0,0.0,0.0,128000.0,4067571.0,0.0,0.0,4452070.0,47187194.0,0.0,0.0,0.0,0.0,0.0,17056826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619156.0,344231.0,171832.0,0.0,0.0,19735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321535.0,1427847.0,0.0,0.0,6714.0,0.0,112196.0,0.0,0.0,0.0,0.0,0.0,0.0,2866000.0,0.0,1085833.0,0.0,0.0,0.0,0.0,340000.0,102828933.0,0.0,0.0,0.0,0.0,0.0,278431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257424.0,46925.0,1120394.0,0.0,0.0,0.0,0.0,0.0,0.0,409263.0,1307802.0,0.0,16676577.0,0.0,0.0,0.0,0.0,20285965.0,0.0,0.0,0.0,4072992.0,0.0,0.0,24463464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100794.0,0.0,0.0
khm,152856.0,0.0,537.0,676.0,7445.0,0.0,0.0,108352.0,152642.0,0.0,0.0,0.0,0.0,0.0,5513614.0,6219791.0,0.0,0.0,4536506.0,0.0,0.0,826438.0,161604.0,1146.0,0.0,0.0,237969.0,0.0,0.0,0.0,597257.0,0.0,1465.0,0.0,0.0,1069.0,21777.0,11427309.0,0.0,19764458.0,110928.0,109661847.0,0.0,0.0,7481.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,6494.0,32433.0,10673725.0,0.0,0.0,1653112.0,0.0,5398.0,0.0,0.0,0.0,0.0,992318.0,998606.0,0.0,1359269.0,0.0,28534.0,42960652.0,0.0,0.0,0.0,19727237.0,8706.0,0.0,0.0,0.0,0.0,43.0,0.0,3266834.0,0.0,0.0,0.0,0.0,0.0,238070432.0,0.0,0.0,10585.0,0.0,23894.0,68224842.0,10549659.0,0.0,6128873.0,0.0,0.0,120422.0,395439.0,15169527.0,0.0,0.0,56119059.0,6566.0,0.0,0.0,0.0,0.0,0.0,75235485.0,147712.0,32586.0,0.0,0.0,0.0,0.0,33823.0,0.0,1252.0,313519.0,0.0,46611.0,88.0,6763.0,0.0,0.0,44106.0,0.0,0.0,0.0,0.0,119143.0,955.0,0.0,384.0,0.0,1436.0,4271.0,0.0,63424793.0,0.0,0.0,7216.0,0.0,5704.0,0.0,0.0,0.0,2949404.0,337609.0,551.0,0.0,1357898.0,0.0,974503.0,125962.0,0.0,0.0,2670547.0,0.0,0.0,6482.0,3120995.0,4238066.0,39324.0,0.0,0.0,0.0,243000.0,1009049.0,0.0,0.0,0.0,0.0,3172.0,101477061.0,0.0,0.0,0.0,0.0,36032.0,0.0,0.0,0.0,0.0,0.0,0.0,4313.0,2519055.0,0.0,218.0,61449.0,0.0,0.0,389024.0,214462842.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,1161761.0,0.0,0.0,0.0,278530.0,146938.0,0.0,36900817.0,0.0,0.0,0.0,95411.0,0.0,84203844.0,0.0,0.0,0.0,0.0,166149.0,0.0,104717.0
kir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15114556.0,3613.0,0.0,0.0,6719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51843.0,0.0,47052.0,0.0,1232830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136000.0,0.0,0.0,84155.0,0.0,0.0,0.0,0.0,0.0,0.0,8197.0,0.0,0.0,0.0,0.0,0.0,167563.0,0.0,0.0,0.0,510926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13905.0,0.0,0.0,0.0,0.0,0.0,413054.0,0.0,0.0,0.0,0.0,0.0,302465.0,125881.0,0.0,0.0,0.0,0.0,0.0,0.0,3079.0,0.0,0.0,9005152.0,0.0,0.0,0.0,0.0,0.0,0.0,374844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40503.0,0.0,0.0,0.0,2074957.0,0.0,0.0,0.0,0.0,0.0,32070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84901.0,0.0,0.0,0.0,0.0,0.0,0.0,99152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4456298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
