,afg,ago,alb,are,arg,aus,aut,bdi,bel,ben,bfa,bgd,bgr,bhr,bhs,blz,bmu,bol,bra,brb,caf,can,che,chl,chn,civ,cmr,cod,cog,col,cri,csk,cub,cyp,ddr,dji,dnk,dom,dza,ecu,egy,esp,eth,fdr,fin,fio,fji,flk,fra,gab,gbr,gha,gib,gin,glp,gmb,gnb,gnq,grc,grl,gtm,guf,guy,hkg,hnd,hti,hun,idn,ind,irl,irn,irq,isl,isr,ita,jam,jor,jpn,ken,khm,kir,kna,kor,kwt,lao,lbn,lbr,lby,lka,mac,mar,mdg,mex,mli,mlt,mmr,mng,moz,mrt,mus,mwi,mys,naa,ncl,ner,nga,nic,nld,nor,npl,nzl,omn,pak,pan,per,phl,png,pol,prk,prt,pry,qat,rou,rwa,sau,sdn,sen,sgp,shn,sle,slv,som,spm,sun,sur,swe,syc,syr,tcd,tgo,tha,tto,tun,tur,twn,tza,uga,ury,usa,ven,vnm,wsm,yar,ymd,yug,zaf,zmb,zwe
bra,0.0,112854000.0,0.0,211513000.0,840693000.0,39699000.0,24095000.0,0.0,174884000.0,0.0,0.0,10290000.0,6408000.0,1555000.0,33587000.0,0.0,2205000.0,47157000.0,0.0,1000.0,0.0,985246000.0,348495000.0,461581000.0,263299000.0,285000.0,0.0,57667000.0,84798000.0,9637000.0,2194000.0,25840000.0,0.0,0.0,96803000.0,0.0,31713000.0,35000.0,83277000.0,36422000.0,1034000.0,218467000.0,0.0,1734882000.0,78621000.0,0.0,74000.0,0.0,719362000.0,310783000.0,482696000.0,3079000.0,0.0,0.0,0.0,0.0,0.0,0.0,1650000.0,6799000.0,508000.0,173000.0,3111000.0,16288000.0,1071000.0,9000.0,10334000.0,76160000.0,2652000.0,13168000.0,765933000.0,3948102000.0,1924000.0,39981000.0,415372000.0,2000.0,0.0,1191462000.0,0.0,0.0,0.0,0.0,3334000.0,797392000.0,0.0,2000.0,3000.0,139612000.0,100000.0,17000.0,54922000.0,24000.0,468140000.0,0.0,0.0,25776000.0,0.0,10000.0,0.0,0.0,0.0,7431000.0,91032000.0,0.0,0.0,89838000.0,0.0,263322000.0,92838000.0,0.0,1151000.0,0.0,10230000.0,48339000.0,130436000.0,15999000.0,129000.0,83924000.0,1000.0,47542000.0,98732000.0,201208000.0,39502000.0,0.0,2176697000.0,23000.0,4000.0,92412000.0,0.0,0.0,243000.0,0.0,0.0,36601000.0,14819000.0,166222000.0,164000.0,0.0,0.0,0.0,10932000.0,21527000.0,2985000.0,689000.0,13305000.0,0.0,0.0,202746000.0,4630619000.0,597677000.0,0.0,0.0,0.0,0.0,2038000.0,227440000.0,4665000.0,151000.0
brb,0.0,0.0,0.0,0.0,1257000.0,9101000.0,385000.0,0.0,2033000.0,0.0,0.0,7000.0,0.0,0.0,44000.0,794000.0,5000.0,0.0,6614000.0,0.0,0.0,38394000.0,1450000.0,25000.0,866000.0,0.0,0.0,9000.0,0.0,663000.0,429000.0,545000.0,3268000.0,4000.0,57000.0,0.0,1779000.0,591000.0,0.0,8000.0,0.0,1308000.0,0.0,8703000.0,43000.0,0.0,17000.0,0.0,5180000.0,0.0,79098000.0,2000.0,4000.0,0.0,106000.0,0.0,0.0,6000.0,19000.0,0.0,188000.0,0.0,4402000.0,3287000.0,716000.0,90000.0,153000.0,543000.0,468000.0,1758000.0,2000.0,7000.0,0.0,437000.0,4581000.0,10569000.0,0.0,22121000.0,179000.0,0.0,0.0,5507000.0,896000.0,0.0,0.0,0.0,0.0,0.0,289000.0,0.0,5000.0,4000.0,930000.0,0.0,1000.0,31000.0,0.0,0.0,0.0,49000.0,0.0,236000.0,4014000.0,0.0,0.0,0.0,1000.0,4706000.0,2499000.0,0.0,5659000.0,0.0,1000.0,157000.0,46000.0,320000.0,0.0,1269000.0,14000.0,550000.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,117000.0,0.0,0.0,39000.0,9000.0,0.0,472000.0,223000.0,615000.0,7000.0,0.0,0.0,0.0,293000.0,71353000.0,0.0,19000.0,5326000.0,28000.0,11000.0,185000.0,174993000.0,23647000.0,0.0,0.0,0.0,0.0,51000.0,1000.0,0.0,0.0
caf,0.0,0.0,0.0,0.0,0.0,4000.0,90000.0,0.0,1295000.0,5000.0,0.0,0.0,47000.0,0.0,0.0,0.0,0.0,0.0,51000.0,0.0,0.0,22000.0,405000.0,0.0,325000.0,540000.0,0.0,2146000.0,0.0,0.0,0.0,52000.0,3000.0,0.0,50000.0,0.0,112000.0,0.0,43000.0,0.0,0.0,1828000.0,0.0,2436000.0,0.0,0.0,0.0,0.0,48839000.0,0.0,2219000.0,0.0,0.0,0.0,0.0,0.0,1015000.0,0.0,15000.0,0.0,0.0,0.0,0.0,794000.0,0.0,0.0,89000.0,0.0,92000.0,2000.0,0.0,0.0,10000.0,33000.0,1313000.0,0.0,0.0,5809000.0,11000.0,0.0,0.0,0.0,56000.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,261000.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,13000.0,12000.0,42000.0,0.0,4000.0,1154000.0,12000.0,2894000.0,12000.0,0.0,0.0,0.0,6000.0,2000.0,0.0,4000.0,0.0,33000.0,49000.0,612000.0,0.0,0.0,216000.0,0.0,5000.0,77000.0,279000.0,89000.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,284000.0,0.0,0.0,260000.0,231000.0,71000.0,0.0,8000.0,2000.0,285000.0,0.0,0.0,0.0,2775000.0,18000.0,0.0,0.0,0.0,0.0,155000.0,541000.0,173000.0,0.0
can,156000.0,108000.0,727000.0,53147000.0,30903000.0,428514000.0,81703000.0,0.0,213990000.0,3000.0,89000.0,9897000.0,3999000.0,9000.0,32946000.0,1499000.0,1010000.0,14264000.0,297341000.0,9836000.0,0.0,0.0,296377000.0,80018000.0,132443000.0,2717000.0,591000.0,7144000.0,0.0,86778000.0,29810000.0,54149000.0,134502000.0,664000.0,8226000.0,0.0,102587000.0,13012000.0,10325000.0,34751000.0,9165000.0,159598000.0,723000.0,1231605000.0,56993000.0,2500000.0,26199000.0,2000.0,658266000.0,5731000.0,1681568000.0,4332000.0,322000.0,33897000.0,205000.0,8000.0,4000.0,0.0,26451000.0,1787000.0,21441000.0,4000.0,30333000.0,429881000.0,33874000.0,5626000.0,22083000.0,29167000.0,80584000.0,85591000.0,2946000.0,217563000.0,5146000.0,46505000.0,521223000.0,42669000.0,15000.0,2387259000.0,15194000.0,4000.0,0.0,1999000.0,354069000.0,143258000.0,0.0,895000.0,3605000.0,197000.0,14468000.0,4985000.0,9476000.0,727000.0,295217000.0,0.0,1713000.0,142000.0,0.0,2722000.0,5000.0,35000.0,407000.0,71245000.0,66194000.0,223000.0,0.0,35695000.0,23430000.0,224750000.0,68718000.0,1762000.0,125638000.0,37000.0,13157000.0,37534000.0,78052000.0,86711000.0,818000.0,61619000.0,435000.0,44188000.0,3881000.0,89000.0,32315000.0,0.0,2091131000.0,880000.0,1357000.0,127231000.0,0.0,23000.0,22859000.0,5000.0,82000.0,42491000.0,6259000.0,354754000.0,83000.0,2174000.0,0.0,2000.0,21113000.0,9613000.0,242000.0,9628000.0,476494000.0,4084000.0,848000.0,7215000.0,40439732000.0,1872647000.0,53000.0,3000.0,0.0,44000.0,28189000.0,289594000.0,22000.0,51000.0
che,12916000.0,6937000.0,1992000.0,395883000.0,69544000.0,50360000.0,1289593000.0,72000.0,1492385000.0,0.0,87000.0,895000.0,21581000.0,406000.0,1848000.0,56000.0,231000.0,1481000.0,156604000.0,653000.0,1546000.0,202455000.0,0.0,6638000.0,76801000.0,21390000.0,12204000.0,12473000.0,2508000.0,69420000.0,30975000.0,115892000.0,7205000.0,2424000.0,40897000.0,0.0,300804000.0,1298000.0,40250000.0,8711000.0,42563000.0,345727000.0,2331000.0,9996743000.0,205146000.0,1817000.0,366000.0,0.0,4440950000.0,2971000.0,3014407000.0,29176000.0,29000.0,157000.0,143000.0,7092000.0,230000.0,1000.0,39273000.0,2063000.0,34792000.0,9000.0,15000.0,341769000.0,25303000.0,2442000.0,99453000.0,38770000.0,76316000.0,90128000.0,81641000.0,239000.0,28581000.0,119926000.0,3480491000.0,460000.0,22000.0,1188292000.0,17739000.0,0.0,147000.0,643000.0,67955000.0,3022000.0,1000.0,35175000.0,761000.0,308544000.0,8472000.0,2295000.0,27549000.0,2650000.0,50513000.0,1346000.0,1709000.0,926000.0,44000.0,3064000.0,2005000.0,1958000.0,1013000.0,31124000.0,8333000.0,23000.0,1000.0,212973000.0,10626000.0,1470327000.0,136751000.0,508000.0,13262000.0,698000.0,24393000.0,180759000.0,24565000.0,18082000.0,1026000.0,143405000.0,48650000.0,107145000.0,12395000.0,13028000.0,36235000.0,77000.0,151451000.0,2628000.0,920000.0,52391000.0,0.0,195000.0,11386000.0,20000.0,0.0,959364000.0,511000.0,706987000.0,25000.0,21881000.0,101000.0,4784000.0,114648000.0,1262000.0,7098000.0,67737000.0,98032000.0,2193000.0,2046000.0,12324000.0,2446420000.0,7174000.0,600000.0,813000.0,4000.0,167000.0,103626000.0,125737000.0,13087000.0,5142000.0
chl,0.0,0.0,0.0,0.0,217624000.0,19218000.0,10147000.0,0.0,45514000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450688000.0,0.0,0.0,96014000.0,43430000.0,0.0,0.0,0.0,0.0,0.0,0.0,64321000.0,1706000.0,0.0,0.0,0.0,0.0,0.0,17715000.0,676000.0,0.0,0.0,0.0,150052000.0,0.0,273624000.0,3251000.0,0.0,0.0,0.0,190480000.0,0.0,126354000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,710000.0,0.0,0.0,44064000.0,0.0,0.0,0.0,4000.0,0.0,5847000.0,0.0,0.0,0.0,21268000.0,109882000.0,0.0,0.0,462380000.0,0.0,0.0,0.0,0.0,61282000.0,0.0,0.0,0.0,0.0,0.0,4279000.0,62000.0,84000.0,0.0,0.0,0.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,3030000.0,0.0,103000.0,0.0,0.0,0.0,42832000.0,12035000.0,0.0,1105000.0,0.0,96000.0,582000.0,54906000.0,1184000.0,0.0,0.0,0.0,5397000.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,13463000.0,0.0,0.0,239000.0,0.0,0.0,0.0,0.0,28194000.0,0.0,0.0,0.0,0.0,2804000.0,7000.0,0.0,539000.0,0.0,0.0,0.0,23285000.0,1331104000.0,0.0,0.0,0.0,0.0,0.0,6753000.0,0.0,0.0,0.0
chn,0.0,0.0,0.0,0.0,188792000.0,768323000.0,86172000.0,0.0,104287000.0,0.0,1912000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72224000.0,0.0,0.0,742240000.0,139425000.0,0.0,0.0,0.0,1522000.0,0.0,0.0,5226000.0,0.0,0.0,161453000.0,1382000.0,0.0,0.0,43535000.0,0.0,0.0,0.0,55664000.0,65852000.0,54000.0,916226000.0,79262000.0,0.0,15879000.0,0.0,303556000.0,0.0,388127000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12952000.0,0.0,124082000.0,0.0,0.0,321919000.0,0.0,0.0,0.0,0.0,0.0,2529000.0,0.0,0.0,0.0,1895000.0,256368000.0,0.0,7068000.0,5078307000.0,5114000.0,0.0,0.0,0.0,0.0,132109000.0,0.0,0.0,130000.0,0.0,51170000.0,1073000.0,13770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216541000.0,0.0,25000.0,0.0,0.0,2186000.0,136507000.0,71488000.0,0.0,159652000.0,44000.0,221206000.0,0.0,20191000.0,44987000.0,0.0,26352000.0,0.0,3072000.0,0.0,0.0,0.0,0.0,7430000.0,48858000.0,1239000.0,307527000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82568000.0,0.0,0.0,0.0,0.0,123445000.0,11000.0,12227000.0,2019000.0,0.0,2566000.0,0.0,638000.0,3744699000.0,0.0,0.0,0.0,2094000.0,0.0,112446000.0,0.0,0.0,0.0
civ,0.0,0.0,0.0,0.0,3617000.0,332000.0,4281000.0,0.0,58670000.0,0.0,29668000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30240000.0,0.0,899000.0,16155000.0,24714000.0,0.0,0.0,0.0,14689000.0,0.0,0.0,127000.0,0.0,0.0,0.0,0.0,0.0,0.0,3804000.0,1367000.0,58404000.0,0.0,35000.0,47253000.0,1000.0,119949000.0,3441000.0,0.0,0.0,0.0,1135828000.0,0.0,55909000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110000.0,0.0,0.0,0.0,0.0,13046000.0,0.0,0.0,0.0,0.0,0.0,3409000.0,0.0,0.0,0.0,6982000.0,112424000.0,0.0,0.0,122416000.0,503000.0,0.0,0.0,0.0,7195000.0,0.0,0.0,0.0,1741000.0,0.0,1000.0,0.0,10380000.0,8000.0,0.0,0.0,182000.0,0.0,0.0,0.0,0.0,0.0,356000.0,200000.0,0.0,61000.0,0.0,0.0,0.0,115907000.0,4030000.0,471000.0,1127000.0,0.0,1772000.0,0.0,6090000.0,83000.0,0.0,4389000.0,0.0,1478000.0,0.0,0.0,0.0,0.0,73475000.0,0.0,32026000.0,4137000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9481000.0,0.0,0.0,0.0,0.0,696000.0,5141000.0,2722000.0,0.0,0.0,0.0,0.0,3464000.0,180384000.0,0.0,0.0,0.0,0.0,0.0,1998000.0,0.0,0.0,0.0
cmr,0.0,0.0,0.0,0.0,589000.0,103000.0,3420000.0,0.0,38315000.0,31000.0,37000.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,4058000.0,190000.0,0.0,3785000.0,20369000.0,2000.0,29491000.0,4978000.0,0.0,219000.0,0.0,4000.0,24000.0,1017000.0,4000.0,2000.0,5601000.0,0.0,7395000.0,43000.0,136000.0,0.0,46000.0,30178000.0,13000.0,130543000.0,1485000.0,3000.0,0.0,0.0,688300000.0,0.0,43856000.0,0.0,0.0,19805000.0,0.0,0.0,0.0,42000.0,1615000.0,0.0,2000.0,0.0,0.0,8624000.0,0.0,0.0,251000.0,51000.0,1215000.0,3315000.0,6000.0,1000.0,114000.0,3132000.0,76491000.0,0.0,0.0,84867000.0,24000.0,0.0,0.0,0.0,1552000.0,3000.0,0.0,91000.0,13000.0,0.0,9000.0,1000.0,3320000.0,51000.0,0.0,0.0,27000.0,0.0,0.0,62000.0,0.0,0.0,284000.0,4550000.0,36398000.0,0.0,18000.0,4827000.0,2000.0,51918000.0,1507000.0,214000.0,170000.0,0.0,10205000.0,2572000.0,26000.0,326000.0,0.0,2775000.0,64000.0,2647000.0,16000.0,0.0,902000.0,0.0,307000.0,0.0,1881000.0,0.0,0.0,0.0,0.0,0.0,1000.0,7379000.0,80000.0,7886000.0,0.0,3000.0,10115000.0,29319000.0,174000.0,14861000.0,32000.0,1373000.0,40548000.0,32000.0,0.0,51000.0,84382000.0,281000.0,223000.0,0.0,0.0,0.0,339000.0,0.0,0.0,0.0
cod,0.0,0.0,0.0,0.0,3357000.0,16000.0,6146000.0,0.0,260981000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105859000.0,0.0,49000.0,22341000.0,15049000.0,0.0,0.0,0.0,176000.0,0.0,0.0,27000.0,0.0,0.0,0.0,4000.0,0.0,0.0,1610000.0,0.0,0.0,0.0,0.0,12573000.0,0.0,139120000.0,36000.0,0.0,0.0,0.0,125166000.0,0.0,57357000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7138000.0,0.0,0.0,0.0,0.0,7132000.0,0.0,0.0,0.0,0.0,0.0,626000.0,0.0,0.0,1308000.0,3045000.0,71032000.0,6000.0,0.0,45503000.0,9801000.0,0.0,0.0,0.0,820000.0,0.0,0.0,0.0,186000.0,0.0,0.0,0.0,862000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324000.0,19000.0,0.0,0.0,0.0,0.0,0.0,23212000.0,4567000.0,0.0,7000.0,0.0,306000.0,0.0,153000.0,1624000.0,0.0,118000.0,0.0,3890000.0,0.0,0.0,0.0,0.0,140000.0,0.0,404000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11178000.0,0.0,0.0,0.0,0.0,73000.0,0.0,348000.0,0.0,0.0,3413000.0,0.0,0.0,147682000.0,0.0,0.0,0.0,0.0,0.0,99000.0,0.0,0.0,0.0
cog,0.0,0.0,0.0,0.0,336000.0,2000.0,1560000.0,0.0,11224000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35786000.0,0.0,0.0,0.0,1272000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,684000.0,0.0,0.0,0.0,32000.0,9693000.0,0.0,23258000.0,91000.0,0.0,0.0,0.0,259914000.0,0.0,6791000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,3486000.0,0.0,0.0,0.0,0.0,0.0,338000.0,0.0,0.0,0.0,120000.0,41115000.0,0.0,0.0,17304000.0,111000.0,0.0,0.0,0.0,859000.0,0.0,0.0,0.0,15000.0,0.0,0.0,3000.0,3546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,11799000.0,4633000.0,0.0,0.0,0.0,1551000.0,0.0,493000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,203000.0,1828000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412000.0,0.0,0.0,0.0,0.0,1040000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,19272000.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0
col,136000.0,0.0,2000.0,45000.0,43651000.0,1266000.0,11271000.0,0.0,40708000.0,0.0,5000.0,0.0,2018000.0,0.0,9089000.0,90000.0,6314000.0,7316000.0,124206000.0,29000.0,0.0,133247000.0,68090000.0,82775000.0,43907000.0,117000.0,66000.0,43000.0,0.0,370000.0,1222000.0,8387000.0,936000.0,4000.0,31251000.0,0.0,20618000.0,1156000.0,0.0,75497000.0,207000.0,149953000.0,0.0,345739000.0,19053000.0,7000.0,0.0,0.0,152404000.0,4000.0,117397000.0,50000.0,119000.0,9000.0,868000.0,0.0,0.0,0.0,857000.0,0.0,949000.0,0.0,803000.0,3578000.0,1806000.0,0.0,683000.0,96000.0,2814000.0,1678000.0,1252000.0,0.0,519000.0,5484000.0,130229000.0,76000.0,0.0,461770000.0,980000.0,0.0,0.0,304000.0,10971000.0,189000.0,0.0,0.0,0.0,0.0,518000.0,0.0,616000.0,541000.0,63717000.0,0.0,39000.0,0.0,0.0,221000.0,0.0,0.0,4000.0,12360000.0,166775000.0,105000.0,0.0,16098000.0,25000.0,42323000.0,7930000.0,0.0,142000.0,3000.0,232000.0,10667000.0,132279000.0,716000.0,242000.0,17883000.0,1166000.0,2009000.0,419000.0,5000.0,39944000.0,0.0,4000.0,61000.0,26000.0,7330000.0,0.0,0.0,448000.0,3000.0,0.0,22830000.0,0.0,53393000.0,0.0,0.0,0.0,0.0,23000.0,1242000.0,30000.0,250000.0,20378000.0,2000.0,0.0,4022000.0,1666891000.0,219484000.0,13000.0,0.0,3000.0,3000.0,6597000.0,16984000.0,0.0,39000.0
cri,0.0,0.0,0.0,0.0,6628000.0,1312000.0,2163000.0,0.0,6715000.0,0.0,0.0,0.0,26000.0,0.0,26000.0,0.0,96000.0,40000.0,21636000.0,1000.0,11000.0,34641000.0,10518000.0,7490000.0,105000.0,0.0,0.0,22000.0,0.0,5745000.0,0.0,1968000.0,74000.0,0.0,83000.0,0.0,4245000.0,656000.0,2000.0,2124000.0,3000.0,33232000.0,0.0,72972000.0,393000.0,0.0,0.0,0.0,18131000.0,0.0,25878000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100921000.0,1000.0,1000.0,3708000.0,18831000.0,3000.0,2887000.0,214000.0,40000.0,2851000.0,0.0,0.0,0.0,807000.0,23489000.0,91000.0,0.0,172302000.0,0.0,0.0,0.0,270000.0,2481000.0,0.0,0.0,0.0,0.0,0.0,12000.0,1000.0,143000.0,0.0,88209000.0,0.0,2000.0,0.0,1000.0,0.0,0.0,0.0,0.0,143000.0,63352000.0,0.0,0.0,0.0,32889000.0,10524000.0,776000.0,0.0,3254000.0,0.0,11000.0,32775000.0,5804000.0,47000.0,0.0,417000.0,1074000.0,604000.0,4000.0,0.0,220000.0,0.0,7000.0,19000.0,0.0,1196000.0,0.0,0.0,67804000.0,0.0,211000.0,1797000.0,0.0,12363000.0,0.0,0.0,0.0,0.0,68000.0,2060000.0,0.0,5000.0,12085000.0,0.0,0.0,45000.0,545930000.0,108160000.0,0.0,0.0,0.0,0.0,497000.0,379000.0,0.0,1000.0
csk,0.0,0.0,0.0,0.0,25116000.0,28967000.0,236749000.0,0.0,75735000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95093000.0,0.0,0.0,109536000.0,139896000.0,0.0,0.0,0.0,0.0,0.0,0.0,3291000.0,68000.0,0.0,93798000.0,3371000.0,0.0,0.0,40825000.0,0.0,3147000.0,0.0,35225000.0,46458000.0,4690000.0,985898000.0,40606000.0,0.0,0.0,0.0,161311000.0,0.0,185639000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76091000.0,0.0,0.0,0.0,0.0,3815000.0,0.0,0.0,5882000.0,20655000.0,0.0,2611000.0,0.0,0.0,8176000.0,46000.0,177343000.0,11000.0,2834000.0,63468000.0,145000.0,0.0,0.0,0.0,7296000.0,1000.0,0.0,0.0,0.0,0.0,1547000.0,263000.0,15409000.0,13000.0,0.0,0.0,4287000.0,0.0,0.0,0.0,0.0,0.0,0.0,34222000.0,0.0,0.0,0.0,0.0,556000.0,129184000.0,26317000.0,0.0,13358000.0,0.0,10322000.0,0.0,4027000.0,0.0,0.0,283604000.0,0.0,4446000.0,0.0,0.0,0.0,0.0,0.0,2537000.0,0.0,6629000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110891000.0,0.0,0.0,0.0,0.0,1458000.0,0.0,6911000.0,72054000.0,0.0,0.0,0.0,14565000.0,181225000.0,0.0,0.0,0.0,0.0,0.0,474216000.0,0.0,0.0,0.0
cub,0.0,0.0,0.0,0.0,66316000.0,1479000.0,8763000.0,0.0,27677000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359655000.0,27413000.0,0.0,0.0,0.0,0.0,0.0,0.0,5580000.0,4358000.0,0.0,0.0,0.0,0.0,0.0,6893000.0,0.0,423000.0,0.0,0.0,188728000.0,0.0,102644000.0,6390000.0,0.0,0.0,0.0,267793000.0,0.0,81767000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3667000.0,0.0,0.0,0.0,0.0,0.0,20388000.0,0.0,0.0,7896000.0,0.0,53525000.0,288000.0,0.0,238735000.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4157000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688000.0,0.0,0.0,0.0,0.0,0.0,41428000.0,2051000.0,0.0,0.0,0.0,0.0,480000.0,25161000.0,82000.0,0.0,12766000.0,0.0,8857000.0,0.0,0.0,0.0,0.0,96000.0,0.0,0.0,4948000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51884000.0,0.0,0.0,0.0,0.0,11364000.0,1000.0,4416000.0,528000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8917000.0,0.0,0.0,0.0
cyp,0.0,0.0,0.0,51000.0,4518000.0,1839000.0,15725000.0,0.0,18283000.0,0.0,0.0,88000.0,4266000.0,46000.0,0.0,0.0,0.0,0.0,10060000.0,3000.0,132000.0,3718000.0,10723000.0,1000.0,2888000.0,1469000.0,0.0,120000.0,0.0,12000.0,7000.0,15256000.0,124000.0,0.0,2896000.0,0.0,14455000.0,0.0,928000.0,0.0,2937000.0,20520000.0,5639000.0,90289000.0,8368000.0,0.0,0.0,0.0,53300000.0,0.0,179196000.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,84504000.0,34000.0,6000.0,0.0,1000.0,13671000.0,0.0,0.0,6460000.0,242000.0,4422000.0,5224000.0,476000.0,121818000.0,9000.0,26126000.0,129775000.0,21000.0,2000.0,84670000.0,3000.0,0.0,0.0,5000.0,5438000.0,51000.0,0.0,1867000.0,0.0,318000.0,350000.0,183000.0,124000.0,0.0,236000.0,0.0,147000.0,0.0,0.0,54000.0,0.0,1000.0,1770000.0,1824000.0,0.0,0.0,0.0,0.0,0.0,25244000.0,2740000.0,3068000.0,6914000.0,1000.0,853000.0,0.0,0.0,465000.0,0.0,5256000.0,0.0,5557000.0,0.0,0.0,7842000.0,0.0,12319000.0,10570000.0,0.0,3842000.0,0.0,0.0,1000.0,0.0,0.0,47782000.0,0.0,14041000.0,0.0,92000.0,0.0,0.0,2276000.0,3000.0,318000.0,5000.0,11283000.0,16000.0,0.0,492000.0,71551000.0,0.0,0.0,0.0,0.0,0.0,6175000.0,645000.0,2000.0,0.0
ddr,0.0,0.0,0.0,0.0,35425000.0,18766000.0,229213000.0,0.0,129160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85381000.0,0.0,0.0,8510000.0,131619000.0,0.0,0.0,0.0,127000.0,0.0,0.0,40551000.0,0.0,0.0,24042000.0,1769000.0,0.0,0.0,97553000.0,0.0,69145000.0,0.0,19305000.0,26343000.0,1895000.0,0.0,88793000.0,5000.0,0.0,0.0,318497000.0,0.0,217446000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50113000.0,0.0,0.0,1000.0,0.0,10325000.0,0.0,0.0,30177000.0,13031000.0,0.0,9494000.0,0.0,0.0,464000.0,114000.0,140504000.0,0.0,0.0,138664000.0,10000.0,0.0,0.0,0.0,903000.0,20847000.0,0.0,0.0,0.0,30477000.0,1000000.0,277000.0,10053000.0,76000.0,0.0,0.0,535000.0,0.0,0.0,0.0,0.0,0.0,0.0,13215000.0,0.0,0.0,0.0,0.0,0.0,190814000.0,21786000.0,0.0,7768000.0,0.0,1971000.0,0.0,326000.0,4744000.0,0.0,343743000.0,0.0,5622000.0,0.0,0.0,0.0,0.0,2000.0,2524000.0,4000.0,5851000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157283000.0,0.0,0.0,0.0,0.0,692000.0,0.0,3061000.0,21274000.0,0.0,8000.0,0.0,7955000.0,475623000.0,0.0,0.0,0.0,0.0,0.0,356606000.0,0.0,0.0,0.0
